CERT,YEAR,UNINUMBR,STALPBR,CNTYNAMB,STCNTYBR,DEPSUMBR
35583,2025,675291,TN,Davidson,47037,612
35583,2025,362602,TN,Wilson,47189,51460
35583,2025,419806,TN,Rutherford,47149,102020
35583,2025,449793,TN,Wilson,47189,334490
35583,2025,362594,TN,Cheatham,47021,250373
35583,2025,418783,TN,Davidson,47037,519577
35583,2025,419236,TN,Dickson,47043,101750
35583,2025,423106,TN,Williamson,47187,327267
35583,2025,473709,TN,Davidson,47037,169959
35583,2025,498650,TN,Knox,47093,128064
35583,2025,500165,TN,Davidson,47037,116632
35583,2025,500307,TN,Knox,47093,341420
35583,2025,508305,TN,Davidson,47037,159333
35583,2025,423016,TN,Williamson,47187,927652
35583,2025,539327,TN,Knox,47093,79979
35583,2025,563188,TN,Knox,47093,56037
35583,2025,454896,TN,Hamilton,47065,2242556
35583,2025,540733,TN,Bradley,47011,512307
35583,2025,540734,TN,Anderson,47001,262759
35583,2025,431720,TN,Davidson,47037,408845
35583,2025,492565,TN,Shelby,47157,73793
35583,2025,492566,TN,Shelby,47157,57591
35583,2025,518104,TN,Shelby,47157,61780
35583,2025,465213,TN,Davidson,47037,13659117
35583,2025,493044,TN,Davidson,47037,180146
35583,2025,585478,TN,Blount,47009,251856
35583,2025,438932,TN,Williamson,47187,263020
35583,2025,47377,NC,Davidson,37057,270995
35583,2025,289721,NC,Randolph,37151,123611
35583,2025,289722,NC,Davidson,37057,176820
35583,2025,57788,NC,Forsyth,37067,505334
35583,2025,448965,NC,Cabarrus,37025,87600
35583,2025,448966,NC,Rowan,37159,87735
35583,2025,453832,NC,Davidson,37057,70553
35583,2025,419007,NC,Guilford,37081,491340
35583,2025,479331,NC,Forsyth,37067,43849
35583,2025,483140,NC,Guilford,37081,132144
35583,2025,495652,NC,Cabarrus,37025,0
35583,2025,57001,SC,Horry,45051,320648
35583,2025,360615,SC,Horry,45051,43175
35583,2025,419024,SC,Horry,45051,112609
35583,2025,441936,SC,Beaufort,45013,63487
35583,2025,518772,NC,Wake,37183,42604
35583,2025,521471,NC,Mecklenburg,37119,593580
35583,2025,473492,SC,Greenville,45045,232807
35583,2025,443463,TN,Sumner,47165,270838
35583,2025,528022,NC,Guilford,37081,110765
35583,2025,453047,NC,Durham,37063,130725
35583,2025,493434,NC,Wake,37183,55835
35583,2025,61926,NC,Mecklenburg,37119,323438
35583,2025,429530,NC,Iredell,37097,252503
35583,2025,541813,NC,Buncombe,37021,62425
35583,2025,15880,NC,Randolph,37151,225572
35583,2025,255208,NC,Randolph,37151,91449
35583,2025,42478,TN,Rutherford,47149,0
35583,2025,468315,NC,Alamance,37001,143305
35583,2025,551268,NC,Wake,37183,29243
35583,2025,43502,NC,Stanly,37167,140646
35583,2025,281400,NC,Stanly,37167,94289
35583,2025,360320,NC,Chatham,37037,125665
35583,2025,468142,NC,Orange,37135,69379
