fips,county_name,state_name,popestimate2020,popestimate2025,domesticmig_2021_2025,netmig_2021_2025,births_2021_2025,deaths_2021_2025
46069,Hyde County,South Dakota,1248,1191,-12,-12,72,116
46071,Jackson County,South Dakota,2799,2666,-223,-219,279,196
46073,Jerauld County,South Dakota,1644,1654,5,14,126,127
46075,Jones County,South Dakota,927,913,-68,-5,39,42
46077,Kingsbury County,South Dakota,5200,5284,105,119,329,363
46079,Lake County,South Dakota,11015,10993,-74,-20,561,558
46081,Lawrence County,South Dakota,25847,29459,3700,3929,988,1400
46083,Lincoln County,South Dakota,65650,77145,9205,9548,3748,1891
46085,Lyman County,South Dakota,3697,3694,-132,-100,322,227
46087,McCook County,South Dakota,5671,5964,91,208,401,315
46089,McPherson County,South Dakota,2399,2347,-1,1,132,184
46091,Marshall County,South Dakota,4301,4426,33,86,297,254
46093,Meade County,South Dakota,29897,30711,650,676,1461,1339
46095,Mellette County,South Dakota,1917,2137,-105,-105,481,152
46097,Miner County,South Dakota,2300,2281,28,28,118,164
46099,Minnehaha County,South Dakota,197688,212691,4624,9515,13775,8488
46101,Moody County,South Dakota,6346,6632,-9,166,445,326
46102,Oglala Lakota County,South Dakota,13647,13338,-615,-615,1258,947
46103,Pennington County,South Dakota,109570,116792,5239,5942,6964,5804
46105,Perkins County,South Dakota,2829,2853,64,64,168,208
46107,Potter County,South Dakota,2472,2377,-41,-26,127,189
46109,Roberts County,South Dakota,10266,10255,-142,-111,685,583
46111,Sanborn County,South Dakota,2330,2388,45,67,146,154
46115,Spink County,South Dakota,6343,6155,-171,-150,381,420
46117,Stanley County,South Dakota,2966,3018,71,71,143,157
46119,Sully County,South Dakota,1451,1479,3,31,59,61
46121,Todd County,South Dakota,9316,8863,-530,-354,531,639
46123,Tripp County,South Dakota,5606,5708,-4,-1,448,340
46125,Turner County,South Dakota,8684,9314,248,448,823,643
46127,Union County,South Dakota,16855,17402,148,303,971,733
46129,Walworth County,South Dakota,5291,5217,-77,-78,361,357
46135,Yankton County,South Dakota,23291,23635,173,445,1165,1266
46137,Ziebach County,South Dakota,2391,2389,-64,-63,252,191
47001,Anderson County,Tennessee,77347,82066,5825,6230,4237,5880
47003,Bedford County,Tennessee,50381,55273,3283,4255,3637,3024
47005,Benton County,Tennessee,15847,16183,1028,1024,781,1487
47007,Bledsoe County,Tennessee,14945,15920,1186,1231,640,910
47009,Blount County,Tennessee,135666,143820,10392,11046,6518,9440
47011,Bradley County,Tennessee,108832,115465,5735,7665,6065,7137
47013,Campbell County,Tennessee,39310,40290,2257,2343,2127,3537
47015,Cannon County,Tennessee,14564,15296,827,842,899,1040
47017,Carroll County,Tennessee,28427,29200,1271,1349,1650,2276
47019,Carter County,Tennessee,56391,57361,2867,3131,2333,4607
47021,Cheatham County,Tennessee,41088,42778,1785,1957,2340,2608
47023,Chester County,Tennessee,17379,17994,668,773,979,1138
47025,Claiborne County,Tennessee,32075,33229,2002,2118,1603,2635
47027,Clay County,Tennessee,7588,7821,575,603,350,726
47029,Cocke County,Tennessee,36043,37889,3400,3522,1910,3639
47031,Coffee County,Tennessee,58132,62419,4330,4831,3475,4048
47033,Crockett County,Tennessee,13907,14006,374,374,847,1122
47035,Cumberland County,Tennessee,61381,66300,7810,7858,2635,5640
47037,Davidson County,Tennessee,716153,745904,-24700,10988,50683,31180
47039,Decatur County,Tennessee,11429,11820,843,885,526,1034
47041,DeKalb County,Tennessee,20186,21873,1743,1900,1244,1492
47043,Dickson County,Tennessee,54452,58662,3994,4238,3422,3471
47045,Dyer County,Tennessee,36710,36320,116,96,2250,2729
47047,Fayette County,Tennessee,41868,45071,3726,3748,2226,2772
47049,Fentress County,Tennessee,18533,20322,2592,2594,948,1779
47051,Franklin County,Tennessee,42842,45579,3260,3575,2195,3111
47053,Gibson County,Tennessee,50443,51779,2098,2328,3097,4108
47055,Giles County,Tennessee,30346,31433,1667,1776,1560,2259
47057,Grainger County,Tennessee,23572,25739,2690,2718,1269,1849
47059,Greene County,Tennessee,70339,73831,6110,6241,3145,5994
47061,Grundy County,Tennessee,13541,14116,919,919,859,1224
47063,Hamblen County,Tennessee,64553,68843,4071,5342,3869,5024
47065,Hamilton County,Tennessee,367886,390833,15485,21354,22349,21303
47067,Hancock County,Tennessee,6628,7075,710,707,302,561
47069,Hardeman County,Tennessee,25435,25274,313,349,1374,1918
47071,Hardin County,Tennessee,26948,27983,1830,1821,1410,2226
47073,Hawkins County,Tennessee,56715,59559,4930,5006,2603,4840
47075,Haywood County,Tennessee,17827,17042,-553,-505,997,1279
47077,Henderson County,Tennessee,27833,28518,1217,1231,1561,2114
47079,Henry County,Tennessee,32149,32896,1942,1979,1555,2807
47081,Hickman County,Tennessee,24972,26219,1640,1698,1375,1857
47083,Houston County,Tennessee,8295,8479,456,458,406,683
47085,Humphreys County,Tennessee,18998,19646,1140,1160,987,1497
47087,Jackson County,Tennessee,11637,12466,1212,1223,541,949
47089,Jefferson County,Tennessee,54897,60024,6169,6423,2717,4123
47091,Johnson County,Tennessee,17985,18718,1329,1443,757,1478
47093,Knox County,Tennessee,480472,511453,23843,31360,27152,28107
47095,Lake County,Tennessee,6988,6249,-415,-404,273,568
47097,Lauderdale County,Tennessee,25115,24617,-78,-63,1385,1804
47099,Lawrence County,Tennessee,44185,46914,2895,2956,2913,3176
47101,Lewis County,Tennessee,12609,13487,1180,1223,699,1047
47103,Lincoln County,Tennessee,35332,36853,1913,2055,2077,2644
47105,Loudon County,Tennessee,55144,63764,8860,9673,2876,4007
47107,McMinn County,Tennessee,53347,57404,5119,5286,3079,4376
47109,McNairy County,Tennessee,25868,26236,1187,1203,1425,2281
47111,Macon County,Tennessee,25260,27663,2227,2340,1756,1721
47113,Madison County,Tennessee,98832,100790,858,2183,6029,6284
47115,Marion County,Tennessee,28874,29804,1686,1779,1499,2378
47117,Marshall County,Tennessee,34467,38071,3329,3466,2223,2144
47119,Maury County,Tennessee,101812,118131,13905,14697,7179,5607
47121,Meigs County,Tennessee,12808,14186,1778,1777,622,1046
47123,Monroe County,Tennessee,46399,49730,4312,4394,2544,3736
47125,Montgomery County,Tennessee,221286,249935,16486,18833,18435,8928
47127,Moore County,Tennessee,6472,6920,490,495,309,346
47129,Morgan County,Tennessee,21051,22160,1708,1709,981,1603
47131,Obion County,Tennessee,30779,30067,3,114,1708,2526
47133,Overton County,Tennessee,22590,23787,1810,1803,1265,1894
47135,Perry County,Tennessee,8383,9126,812,821,553,644
47137,Pickett County,Tennessee,5002,5219,470,466,216,460
47139,Polk County,Tennessee,17558,18592,1650,1648,869,1500
47141,Putnam County,Tennessee,80101,86612,5910,7022,4573,5122
47143,Rhea County,Tennessee,33302,34844,2165,2287,1892,2688
47145,Roane County,Tennessee,53666,57395,5573,5591,2537,4465
47147,Robertson County,Tennessee,72958,80175,6252,7022,4562,4423
47149,Rutherford County,Tennessee,343285,386352,22238,33706,22431,13319
47151,Scott County,Tennessee,21880,22671,1070,1062,1330,1634
47153,Sequatchie County,Tennessee,15848,17861,1913,2167,913,1065
47155,Sevier County,Tennessee,98848,101342,425,3760,5463,6664
47157,Shelby County,Tennessee,929720,910226,-54243,-30464,61660,50820
47159,Smith County,Tennessee,19963,20981,1210,1257,1119,1375
47161,Stewart County,Tennessee,13708,14439,1016,1073,677,1032
47163,Sullivan County,Tennessee,158238,163759,10322,10643,7518,12728
47165,Sumner County,Tennessee,197416,215538,15331,16937,11654,10634
47167,Tipton County,Tennessee,61050,62287,1561,1577,3358,3734
47169,Trousdale County,Tennessee,11646,12623,985,988,592,648
47171,Unicoi County,Tennessee,17873,17856,839,872,692,1610
47173,Union County,Tennessee,19847,21450,2022,2013,1099,1540
47175,Van Buren County,Tennessee,6174,6874,879,872,352,533
47177,Warren County,Tennessee,41057,43717,2744,3081,2454,2911
47179,Washington County,Tennessee,133211,141199,9318,10435,6248,9043
47181,Wayne County,Tennessee,16220,16416,691,683,722,1199
47183,Weakley County,Tennessee,32908,33261,798,1001,1599,2268
47185,White County,Tennessee,27441,29612,2842,2842,1475,2213
47187,Williamson County,Tennessee,249614,272061,15904,19783,11278,8284
47189,Wilson County,Tennessee,148654,175033,21642,24461,9318,7740
48001,Anderson County,Texas,57941,59805,2228,2738,2820,3809
48003,Andrews County,Texas,18616,18914,-551,-319,1378,753
48005,Angelina County,Texas,86496,88154,1223,1699,5440,5507
48007,Aransas County,Texas,23930,26146,3155,3232,1049,2081
48009,Archer County,Texas,8553,9129,566,602,442,468
48011,Armstrong County,Texas,1851,1843,29,36,108,153
48013,Atascosa County,Texas,49286,53590,3679,3730,3260,2716
48015,Austin County,Texas,30133,33625,2846,3328,1878,1730
48017,Bailey County,Texas,6869,6963,-631,-180,620,352
48019,Bandera County,Texas,20987,22876,2575,2685,835,1640
48021,Bastrop County,Texas,98060,118908,16618,18093,7098,4402
48023,Baylor County,Texas,3461,3472,141,168,187,345
48025,Bee County,Texas,31043,32515,1386,1503,1516,1619
48027,Bell County,Texas,372407,402248,10049,14606,30170,14902
48029,Bexar County,Texas,2015492,2160088,39218,97955,130291,85109
48031,Blanco County,Texas,11451,13581,2266,2286,553,739
48033,Borden County,Texas,643,567,-57,-57,16,34
48035,Bosque County,Texas,18255,18918,1334,1371,894,1600
48037,Bowie County,Texas,92907,92696,15,742,5459,6420
48039,Brazoria County,Texas,373490,419080,30941,36641,23329,14865
48041,Brazos County,Texas,234527,249088,264,7369,13952,6904
48043,Brewster County,Texas,9561,9458,-304,-33,398,485
48045,Briscoe County,Texas,1420,1474,95,98,57,100
48047,Brooks County,Texas,7095,6579,-547,-444,442,517
48049,Brown County,Texas,38056,38711,1581,1757,2026,3133
48051,Burleson County,Texas,17679,20549,2748,3079,1065,1305
48053,Burnet County,Texas,49480,57015,7183,7989,2837,3303
48055,Caldwell County,Texas,45945,55150,7105,8039,3346,2179
48057,Calhoun County,Texas,20064,19599,-479,-235,1103,1295
48059,Callahan County,Texas,13748,14491,1156,1152,649,1034
48061,Cameron County,Texas,421504,433946,-6845,1016,29439,18129
48063,Camp County,Texas,12429,13380,803,930,980,954
48065,Carson County,Texas,5795,5805,124,132,264,387
48067,Cass County,Texas,28441,28651,1124,1187,1562,2539
48069,Castro County,Texas,7324,7295,-437,-152,512,398
48071,Chambers County,Texas,46992,57594,8642,9107,3249,1818
48073,Cherokee County,Texas,50619,53337,2366,2581,3501,3358
48075,Childress County,Texas,6657,6643,73,68,357,434
48077,Clay County,Texas,10255,10764,747,771,513,783
48079,Cochran County,Texas,2559,2546,-182,-48,219,184
48081,Coke County,Texas,3321,3412,259,258,177,343
48083,Coleman County,Texas,7687,7915,705,721,383,880
48085,Collin County,Texas,1075512,1297179,125343,188356,63629,30159
48087,Collingsworth County,Texas,2642,2487,-31,-36,125,245
48089,Colorado County,Texas,20641,21439,684,992,1287,1492
48091,Comal County,Texas,163608,209166,43984,44591,9415,8354
48093,Comanche County,Texas,13635,14432,1020,1105,775,1080
48095,Concho County,Texas,3317,3607,63,410,82,202
48097,Cooke County,Texas,41751,44461,2330,2648,2576,2533
48099,Coryell County,Texas,83102,85592,275,920,4815,3286
48101,Cottle County,Texas,1366,1224,-81,-81,51,112
48103,Crane County,Texas,4671,4554,-220,-224,343,240
48105,Crockett County,Texas,3095,2769,-253,-280,182,234
48107,Crosby County,Texas,5096,4852,-183,-143,317,419
48109,Culberson County,Texas,2185,2267,45,74,158,151
48111,Dallam County,Texas,7137,7508,-814,-189,867,319
48113,Dallas County,Texas,2610802,2661397,-190669,-35442,183053,94845
48115,Dawson County,Texas,12474,11776,-712,-660,819,865
48117,Deaf Smith County,Texas,18533,18626,-959,-594,1570,873
48119,Delta County,Texas,5221,5549,407,422,324,416
48121,Denton County,Texas,914517,1069346,93432,124228,55995,26047
48123,DeWitt County,Texas,19841,20309,582,743,1096,1381
48125,Dickens County,Texas,1758,1692,5,17,76,160
48127,Dimmit County,Texas,8584,8024,-585,-594,644,611
48129,Donley County,Texas,3276,3213,100,110,125,292
48131,Duval County,Texas,9811,9402,-264,-261,610,757
48133,Eastland County,Texas,17800,18143,770,898,995,1573
48135,Ector County,Texas,165491,173801,-5177,1229,14712,7317
48137,Edwards County,Texas,1421,1370,-2,-4,89,136
48139,Ellis County,Texas,194322,240867,39618,40841,13818,8178
48141,El Paso County,Texas,866582,877858,-23600,-8309,54744,35548
48143,Erath County,Texas,42710,43911,756,904,2239,1958
48145,Falls County,Texas,16942,17869,985,1084,923,1104
48147,Fannin County,Texas,35974,39265,3980,4073,1836,2591
48149,Fayette County,Texas,24511,25459,1518,1640,1289,1977
48151,Fisher County,Texas,3678,3692,169,175,152,309
48153,Floyd County,Texas,5369,4881,-410,-380,302,413
48155,Foard County,Texas,1090,1044,31,31,48,126
48157,Fort Bend County,Texas,830347,975191,79829,121949,47036,23477
48159,Franklin County,Texas,10372,10994,686,851,536,769
48161,Freestone County,Texas,19439,20811,1508,1628,1059,1295
48163,Frio County,Texas,18406,18823,-524,357,1057,935
48165,Gaines County,Texas,21699,23956,-148,506,2507,757
48167,Galveston County,Texas,351586,372207,13615,18070,19459,16767
48169,Garza County,Texas,5806,4510,-1638,-1434,251,277
48171,Gillespie County,Texas,26768,28527,2036,2521,1244,1955
48173,Glasscock County,Texas,1117,1128,-21,-15,79,50
48175,Goliad County,Texas,7021,7208,328,325,329,464
48177,Gonzales County,Texas,19670,20159,60,264,1391,1177
48179,Gray County,Texas,21197,20919,-160,81,1187,1543
48181,Grayson County,Texas,136157,153613,16139,17502,8955,9055
48183,Gregg County,Texas,124315,126095,550,1593,8212,8108
48185,Grimes County,Texas,29443,34252,4496,4667,1863,1786
48187,Guadalupe County,Texas,173722,201111,23223,24523,10025,7364
48189,Hale County,Texas,32458,31819,-1114,-758,1947,1821
48191,Hall County,Texas,2805,2737,-19,54,141,259
48193,Hamilton County,Texas,8252,8680,570,699,434,708
48195,Hansford County,Texas,5253,4944,-416,-336,328,295
48197,Hardeman County,Texas,3558,3292,-194,-145,173,293
48199,Hardin County,Texas,56357,58723,2424,2560,3393,3587
48201,Harris County,Texas,4734060,5045026,-157010,150934,324249,162793
48203,Harrison County,Texas,68798,71956,2973,3338,3871,4034
48205,Hartley County,Texas,5337,4904,-570,-552,354,250
48207,Haskell County,Texas,5439,5499,231,269,225,437
48209,Hays County,Texas,243984,304390,47293,51935,15936,7856
48211,Hemphill County,Texas,3365,3083,-249,-245,151,190
48213,Henderson County,Texas,82400,88595,8117,8352,4678,6837
48215,Hidalgo County,Texas,872753,921549,-2839,9101,69129,29795
48217,Hill County,Texas,35965,39503,3726,4002,2189,2706
48219,Hockley County,Texas,21484,21600,25,139,1412,1405
48221,Hood County,Texas,62054,70501,9361,9913,3220,4673
48223,Hopkins County,Texas,36833,39063,1990,2405,2289,2482
48225,Houston County,Texas,22073,22316,828,911,1128,1814
48227,Howard County,Texas,34811,30504,-5047,-4405,1904,2186
48229,Hudspeth County,Texas,3189,3433,-70,290,151,197
48231,Hunt County,Texas,100260,123336,19905,21394,7427,5927
48233,Hutchinson County,Texas,20569,19633,-586,-566,1106,1486
48235,Irion County,Texas,1506,1463,-37,-37,84,91
48237,Jack County,Texas,8484,9563,1101,1166,434,555
48239,Jackson County,Texas,14997,15393,-6,148,1055,808
48241,Jasper County,Texas,32921,33075,818,890,1924,2638
48243,Jeff Davis County,Texas,1987,1711,-180,-198,62,144
48245,Jefferson County,Texas,256141,254321,-8815,-4011,15907,13709
48247,Jim Hogg County,Texas,4845,4555,-238,-237,261,314
48249,Jim Wells County,Texas,38888,38804,-268,-104,2555,2540
48251,Johnson County,Texas,180955,218048,32107,34181,12487,9744
48253,Jones County,Texas,19667,20861,1467,1494,814,1142
48255,Karnes County,Texas,14811,15018,57,321,744,874
48257,Kaufman County,Texas,147165,209235,53458,55112,13443,6705
48259,Kendall County,Texas,44568,53289,8407,8940,2184,2371
48261,Kenedy County,Texas,349,319,-40,-28,16,19
48263,Kent County,Texas,758,674,-26,-26,24,80
48265,Kerr County,Texas,52696,54037,2758,3177,2433,4291
48267,Kimble County,Texas,4293,4438,206,204,213,277
48269,King County,Texas,267,192,-83,-83,17,9
48271,Kinney County,Texas,3127,3128,4,115,142,251
48273,Kleberg County,Texas,30986,30315,-1442,-1040,1890,1527
48275,Knox County,Texas,3346,3192,-61,-51,189,292
48277,Lamar County,Texas,50131,51503,1398,1624,3277,3528
48279,Lamb County,Texas,13005,12579,-651,-356,822,900
48281,Lampasas County,Texas,21704,23657,2210,2366,1096,1532
48283,La Salle County,Texas,6642,6517,-235,-120,331,347
48285,Lavaca County,Texas,20355,20651,483,524,1137,1347
48287,Lee County,Texas,17504,18729,1146,1169,1065,1020
48289,Leon County,Texas,15775,16894,1339,1404,992,1274
48291,Liberty County,Texas,92471,121364,24555,26199,7697,5004
48293,Limestone County,Texas,22141,22849,791,1108,1311,1724
48295,Lipscomb County,Texas,3039,2955,-167,-96,173,157
48297,Live Oak County,Texas,11348,11929,526,798,513,744
48299,Llano County,Texas,21331,23353,2719,3031,1017,1994
48301,Loving County,Texas,63,52,-2,-2,3,12
48303,Lubbock County,Texas,311589,328906,7412,12622,20174,15498
48305,Lynn County,Texas,5609,6017,296,316,432,341
48307,McCulloch County,Texas,7592,7472,151,177,397,696
48309,McLennan County,Texas,261189,272020,5179,7358,16783,13301
48311,McMullen County,Texas,598,544,-21,-20,36,71
48313,Madison County,Texas,13457,14226,531,696,876,816
48315,Marion County,Texas,9866,9896,426,437,471,878
48317,Martin County,Texas,5259,5284,-176,-66,362,272
48319,Mason County,Texas,3970,3990,173,176,170,324
48321,Matagorda County,Texas,36287,36463,-773,-15,2294,2135
48323,Maverick County,Texas,57866,58823,-1942,-1188,4845,2714
48325,Medina County,Texas,51058,56881,5649,5751,2858,2757
48327,Menard County,Texas,1959,1956,98,102,88,192
48329,Midland County,Texas,170722,187855,3076,8779,14947,6480
48331,Milam County,Texas,24780,26258,1618,1717,1541,1778
48333,Mills County,Texas,4447,4580,328,341,199,408
48335,Mitchell County,Texas,9013,8947,31,86,345,506
48337,Montague County,Texas,20040,21966,2479,2522,1064,1695
48339,Montgomery County,Texas,625369,781194,116575,137751,42622,24925
48341,Moore County,Texas,21264,21891,-1795,-361,1834,864
48343,Morris County,Texas,11978,12133,434,549,673,1074
48345,Motley County,Texas,1062,1043,56,56,64,134
48347,Nacogdoches County,Texas,64642,66035,632,1050,3983,3667
48349,Navarro County,Texas,52843,57181,3602,3923,3556,3156
48351,Newton County,Texas,12163,11954,150,150,601,956
48353,Nolan County,Texas,14724,14117,-470,-413,884,1079
48355,Nueces County,Texas,353554,352992,-7566,-3784,21212,18192
48357,Ochiltree County,Texas,9954,9284,-1275,-812,562,419
48359,Oldham County,Texas,1766,1783,-31,16,105,102
48361,Orange County,Texas,84759,86266,1341,1827,5272,5570
48363,Palo Pinto County,Texas,28456,30791,2439,2599,1795,2095
48365,Panola County,Texas,22498,23018,903,927,1261,1673
48367,Parker County,Texas,149559,184767,32463,33558,9460,8021
48369,Parmer County,Texas,9856,9678,-824,-483,721,426
48371,Pecos County,Texas,15188,14560,-1007,-861,961,763
48373,Polk County,Texas,50464,53434,4493,4589,2598,4304
48375,Potter County,Texas,118353,114453,-7415,-4589,7727,7074
48377,Presidio County,Texas,6105,5433,-840,-750,391,330
48379,Rains County,Texas,12182,13542,1573,1637,663,949
48381,Randall County,Texas,141255,152351,8502,9539,8522,6940
48383,Reagan County,Texas,3423,3166,-376,-295,203,160
48385,Real County,Texas,2749,2745,200,201,139,343
48387,Red River County,Texas,11564,11816,540,607,634,990
48389,Reeves County,Texas,14769,12138,-3238,-2866,947,676
48391,Refugio County,Texas,6742,6657,123,130,338,552
48393,Roberts County,Texas,824,867,33,33,45,36
48395,Robertson County,Texas,16767,17839,1259,1279,1011,1218
48397,Rockwall County,Texas,109199,140738,27790,28865,6930,4218
48399,Runnels County,Texas,9916,9693,-25,-18,543,752
48401,Rusk County,Texas,52255,54854,2940,3180,2818,3411
48403,Sabine County,Texas,9896,10012,658,664,502,1049
48405,San Augustine County,Texas,7923,7722,201,219,416,832
48407,San Jacinto County,Texas,27542,29488,2258,2381,1630,2100
48409,San Patricio County,Texas,68839,72053,1261,2814,4347,3919
48411,San Saba County,Texas,5723,5787,164,232,262,442
48413,Schleicher County,Texas,2438,2245,-155,-156,109,150
48415,Scurry County,Texas,16916,16162,-975,-798,962,983
48417,Shackelford County,Texas,3114,3197,149,151,162,221
48419,Shelby County,Texas,24042,24286,179,198,1796,1752
48421,Sherman County,Texas,2784,2781,-189,-105,238,138
48423,Smith County,Texas,234205,252549,13980,16320,15133,13288
48425,Somervell County,Texas,9206,10261,1118,1191,453,594
48427,Starr County,Texas,65853,66319,-2229,-2136,5474,2902
48429,Stephens County,Texas,9095,9380,501,473,446,592
48431,Sterling County,Texas,1383,1349,-53,-57,102,81
48433,Stonewall County,Texas,1244,1186,24,24,58,140
48435,Sutton County,Texas,3361,3203,-157,-102,147,200
48437,Swisher County,Texas,6948,6703,-219,-133,352,457
48439,Tarrant County,Texas,2116194,2248466,3854,74295,137689,80614
48441,Taylor County,Texas,143484,150077,2307,5032,9596,8082
48443,Terrell County,Texas,752,702,0,0,19,71
48445,Terry County,Texas,11792,11720,-450,-262,888,725
48447,Throckmorton County,Texas,1457,1554,126,140,100,142
48449,Titus County,Texas,31298,31563,-585,-129,2105,1718
48451,Tom Green County,Texas,120185,120602,-1266,-488,7375,6462
48453,Travis County,Texas,1296572,1389670,-26238,47360,80096,35034
48455,Trinity County,Texas,13636,14384,1457,1494,677,1433
48457,Tyler County,Texas,19824,20443,1311,1328,951,1705
48459,Upshur County,Texas,41044,44410,3589,3754,2477,2889
48461,Upton County,Texas,3301,3131,-177,-165,175,183
48463,Uvalde County,Texas,24565,24963,-207,145,1909,1653
48465,Val Verde County,Texas,47597,47835,-1807,-1177,3722,2306
48467,Van Zandt County,Texas,59747,66130,7379,7461,3253,4343
48469,Victoria County,Texas,91299,92656,-272,266,5992,4867
48471,Walker County,Texas,76562,83842,6340,7319,3370,3482
48473,Waller County,Texas,57294,69858,9116,10687,4172,2301
48475,Ward County,Texas,11679,11125,-783,-730,867,656
48477,Washington County,Texas,35791,38288,2431,2875,1855,2305
48479,Webb County,Texas,267336,281224,-12241,1382,21635,9303
48481,Wharton County,Texas,41581,42060,153,388,2665,2569
48483,Wheeler County,Texas,4976,4773,-155,-73,265,398
48485,Wichita County,Texas,129611,129555,-587,566,7688,8295
48487,Wilbarger County,Texas,12842,12481,-310,-229,791,926
48489,Willacy County,Texas,20125,19971,-284,-250,1184,1081
48491,Williamson County,Texas,615611,752827,93840,116407,40348,19719
48493,Wilson County,Texas,50051,56139,5549,6027,2642,2613
48495,Winkler County,Texas,7757,7540,-723,-396,580,381
48497,Wise County,Texas,68931,83778,14207,14474,4305,3970
48499,Wood County,Texas,45042,49688,6088,6546,2125,4006
48501,Yoakum County,Texas,7672,7438,-760,-509,686,415
48503,Young County,Texas,17847,18154,492,783,1071,1543
48505,Zapata County,Texas,13875,13753,-628,-442,916,602
48507,Zavala County,Texas,9668,9037,-725,-724,761,665
49001,Beaver County,Utah,7089,7301,-12,61,517,368
49003,Box Elder County,Utah,57944,65320,5184,5653,4117,2392
49005,Cache County,Utah,133636,145000,2760,4748,10420,3754
49007,Carbon County,Utah,20485,20680,476,479,1114,1413
49009,Daggett County,Utah,951,934,-11,-11,39,48
49011,Davis County,Utah,363766,381227,435,4602,23943,11163
49013,Duchesne County,Utah,19617,20856,783,844,1363,989
49015,Emery County,Utah,9844,10177,336,349,595,613
49017,Garfield County,Utah,5105,5256,142,175,286,311
49019,Grand County,Utah,9683,9790,-178,1,488,399
49021,Iron County,Utah,57703,67141,6796,7549,4119,2185
49023,Juab County,Utah,11821,13567,1103,1146,1034,431
49025,Kane County,Utah,7697,8597,924,940,431,475
49027,Millard County,Utah,13053,14057,367,729,900,623
49029,Morgan County,Utah,12385,13383,645,654,721,362
49031,Piute County,Utah,1440,1509,90,90,82,101
49033,Rich County,Utah,2503,2687,121,120,160,91
49035,Salt Lake County,Utah,1187009,1220916,-50985,-459,73788,39376
49037,San Juan County,Utah,14521,14542,-181,-108,885,765
49039,Sanpete County,Utah,28528,31453,1618,2248,2010,1337
49041,Sevier County,Utah,21554,22827,967,967,1433,1110
49043,Summit County,Utah,42478,43141,-1387,-428,2022,970
49045,Tooele County,Utah,73349,87461,10387,11117,5472,2450
49047,Uintah County,Utah,35676,38278,1304,1682,2433,1549
49049,Utah County,Utah,663576,759859,33354,51896,60503,16037
49051,Wasatch County,Utah,35061,38514,1837,2592,1927,994
49053,Washington County,Utah,182002,213670,27818,29496,11703,9278
49055,Wayne County,Utah,2505,2587,76,73,185,176
49057,Weber County,Utah,262989,278174,5472,8054,17314,10272
50001,Addison County,Vermont,37362,38048,405,1044,1434,1789
50003,Bennington County,Vermont,37318,36630,428,669,1275,2606
50005,Caledonia County,Vermont,30180,30414,831,896,1211,1872
50007,Chittenden County,Vermont,168412,169115,-1995,485,6768,6591
50009,Essex County,Vermont,5921,6051,362,362,223,449
50011,Franklin County,Vermont,50041,51177,942,1050,2666,2574
50013,Grand Isle County,Vermont,7277,7511,324,339,285,383
50015,Lamoille County,Vermont,25927,26294,72,468,1092,1175
50017,Orange County,Vermont,29296,30002,953,1018,1260,1561
50019,Orleans County,Vermont,27404,27600,854,889,1222,1903
50021,Rutland County,Vermont,60476,59653,829,891,2267,3942
50023,Washington County,Vermont,59766,59652,241,556,2313,2962
50025,Windham County,Vermont,45858,45204,464,579,1531,2731
50027,Windsor County,Vermont,57727,57312,727,1064,2125,3551
51001,Accomack County,Virginia,33400,33859,150,1225,1756,2507
51003,Albemarle County,Virginia,112578,118356,3088,5885,5093,5137
51005,Alleghany County,Virginia,15187,14546,151,184,490,1317
51007,Amelia County,Virginia,13268,13632,566,642,672,952
51009,Amherst County,Virginia,31312,31962,1045,1181,1665,2210
51011,Appomattox County,Virginia,16155,17172,1042,1052,944,987
51013,Arlington County,Virginia,238825,243931,-14216,-1418,12148,5275
51015,Augusta County,Virginia,77586,78940,2916,3398,2476,4533
51017,Bath County,Virginia,4185,4076,56,62,224,389
51019,Bedford County,Virginia,79590,83059,4464,4801,3446,4747
51021,Bland County,Virginia,6255,6151,146,146,221,473
51023,Botetourt County,Virginia,33636,34144,1407,1482,1258,2209
51025,Brunswick County,Virginia,15824,15727,491,546,629,1259
51027,Buchanan County,Virginia,20247,18492,-781,-733,856,1891
51029,Buckingham County,Virginia,16826,17137,746,759,619,1061
51031,Campbell County,Virginia,55598,55629,1316,1580,1983,3537
51033,Caroline County,Virginia,30922,34413,3111,3370,1817,1706
51035,Carroll County,Virginia,29146,29299,1328,1415,1120,2394
51036,Charles City County,Virginia,6747,6623,168,167,191,481
51037,Charlotte County,Virginia,11538,11401,90,89,726,950
51041,Chesterfield County,Virginia,365330,397148,19059,27138,20303,15671
51043,Clarke County,Virginia,14817,15609,988,1040,737,996
51045,Craig County,Virginia,4876,4800,108,112,211,398
51047,Culpeper County,Virginia,52764,57666,2557,4208,3357,2644
51049,Cumberland County,Virginia,9680,10352,709,881,423,630
51051,Dickenson County,Virginia,14075,13236,-195,-184,564,1212
51053,Dinwiddie County,Virginia,27886,28896,1437,1698,1002,1704
51057,Essex County,Virginia,10597,10654,326,347,543,838
51059,Fairfax County,Virginia,1148598,1167873,-70553,-13220,61351,29591
51061,Fauquier County,Virginia,73012,76503,2627,3208,3678,3322
51063,Floyd County,Virginia,15469,15789,610,647,689,1018
51065,Fluvanna County,Virginia,27289,28975,1676,1701,1294,1287
51067,Franklin County,Virginia,54478,55526,2231,2368,2435,3727
51069,Frederick County,Virginia,91891,99955,7175,8008,4756,4624
51071,Giles County,Virginia,16786,16564,317,308,805,1326
