cert,year,county_fips,branches,deposits_kusd
873,1994,13053,14,21836
873,1994,13193,2,28661
873,1994,13197,1,21112
873,1994,13199,2,49215
873,1994,13215,18,791821
873,1995,13053,14,25315
873,1995,13193,2,27780
873,1995,13197,1,21741
873,1995,13199,2,49423
873,1995,13215,18,982409
873,1996,13053,14,23833
873,1996,13193,2,29428
873,1996,13197,1,22564
873,1996,13199,2,50524
873,1996,13215,18,1071603
873,1997,13053,4,25848
873,1997,13193,2,30311
873,1997,13197,1,23766
873,1997,13199,2,53207
873,1997,13215,18,1141961
873,1998,13053,4,28577
873,1998,13193,2,29843
873,1998,13197,1,25189
873,1998,13199,2,55655
873,1998,13215,19,1114374
873,1999,13053,4,26499
873,1999,13193,2,35360
873,1999,13197,1,25314
873,1999,13199,2,55834
873,1999,13215,17,1348778
873,2000,13053,4,28695
873,2000,13193,2,39845
873,2000,13197,1,24647
873,2000,13215,17,1531552
873,2001,13053,3,27622
873,2001,13193,1,0
873,2001,13215,17,1832724
873,2002,13053,3,23807
873,2002,13215,16,1957936
873,2003,13053,1,34997
873,2003,13215,17,2103350
873,2004,13053,1,31820
873,2004,13215,17,2514746
873,2005,13053,1,31288
873,2005,13215,17,2712594
873,2006,13053,1,39379
873,2006,13215,18,2595582
873,2007,13053,1,51287
873,2007,13215,18,2870168
873,2008,13053,1,36848
873,2008,13215,18,2777887
873,2009,13053,1,33435
873,2009,13215,18,3337701
873,2010,01001,1,33242
873,2010,01003,1,45894
873,2010,01031,1,134117
873,2010,01045,2,85893
873,2010,01069,2,91100
873,2010,01073,10,1760882
873,2010,01081,1,20523
873,2010,01089,6,599698
873,2010,01097,2,90438
873,2010,01101,3,513485
873,2010,01113,4,233875
873,2010,01117,4,152190
873,2010,01125,6,432346
873,2010,01127,8,508360
873,2010,12019,1,7254
873,2010,12021,1,112278
873,2010,12031,4,198036
873,2010,12033,9,836257
873,2010,12057,2,36533
873,2010,12071,2,45626
873,2010,12073,4,326781
873,2010,12081,2,53795
873,2010,12089,2,232626
873,2010,12091,11,405889
873,2010,12101,3,94533
873,2010,12103,10,542379
873,2010,12113,5,120749
873,2010,12115,4,95616
873,2010,12131,1,18100
873,2010,13015,1,22938
873,2010,13031,4,369104
873,2010,13039,2,56911
873,2010,13043,1,49325
873,2010,13045,6,241964
873,2010,13051,5,189686
873,2010,13053,1,32866
873,2010,13057,2,254901
873,2010,13059,6,610539
873,2010,13063,1,21346
873,2010,13067,5,585861
873,2010,13073,1,93473
873,2010,13077,6,288118
873,2010,13089,2,149270
873,2010,13095,3,246638
873,2010,13097,3,128613
873,2010,13113,3,123213
873,2010,13115,2,274301
873,2010,13117,2,112911
873,2010,13119,1,29221
873,2010,13121,6,1603139
873,2010,13127,5,349407
873,2010,13129,3,355718
873,2010,13135,4,242793
873,2010,13143,2,76474
873,2010,13147,1,82752
873,2010,13151,2,31309
873,2010,13153,5,298973
873,2010,13177,2,109363
873,2010,13185,4,529096
873,2010,13213,2,155803
873,2010,13215,18,3915467
873,2010,13217,3,206568
873,2010,13219,3,109558
873,2010,13223,1,34781
873,2010,13225,2,113048
873,2010,13227,1,51516
873,2010,13245,1,61599
873,2010,13247,2,46988
873,2010,13261,3,157423
873,2010,13275,3,383215
873,2010,13277,3,327073
873,2010,13285,5,250007
873,2010,13295,2,50114
873,2010,13297,3,245530
873,2010,13313,2,67819
873,2010,45007,1,28196
873,2010,45013,2,102705
873,2010,45015,2,106700
873,2010,45019,7,547043
873,2010,45027,1,78169
873,2010,45035,1,44985
873,2010,45041,2,66406
873,2010,45043,1,23085
873,2010,45045,4,198394
873,2010,45051,4,307425
873,2010,45055,1,76463
873,2010,45061,1,60622
873,2010,45063,2,67457
873,2010,45079,9,1570342
873,2010,45083,2,139244
873,2010,45085,4,280895
873,2010,45091,1,33786
873,2010,47037,6,409447
873,2010,47065,4,53052
873,2010,47149,1,5363
873,2010,47157,9,280021
873,2010,47165,1,26016
873,2010,47187,2,64449
873,2011,01001,1,33372
873,2011,01003,1,63242
873,2011,01031,1,140245
873,2011,01045,1,63000
873,2011,01069,2,74376
873,2011,01073,9,1133427
873,2011,01081,1,12057
873,2011,01089,5,501553
873,2011,01097,2,53728
873,2011,01101,3,462197
873,2011,01113,3,146402
873,2011,01117,4,135138
873,2011,01125,6,427298
873,2011,01127,7,445693
873,2011,12019,1,7405
873,2011,12021,1,85720
873,2011,12031,4,135290
873,2011,12033,9,467842
873,2011,12057,2,41760
873,2011,12071,1,26576
873,2011,12073,4,255351
873,2011,12081,2,55562
873,2011,12089,2,189890
873,2011,12091,9,454247
873,2011,12101,3,108182
873,2011,12103,8,472341
873,2011,12113,5,129747
873,2011,12115,4,108144
873,2011,13015,1,28385
873,2011,13031,4,261349
873,2011,13039,2,59303
873,2011,13043,1,50451
873,2011,13045,6,266002
873,2011,13051,4,183795
873,2011,13053,1,28737
873,2011,13057,2,243858
873,2011,13059,5,535162
873,2011,13063,1,19092
873,2011,13067,4,588353
873,2011,13073,1,79660
873,2011,13077,6,242792
873,2011,13089,2,156296
873,2011,13095,3,63917
873,2011,13097,2,146305
873,2011,13113,3,124427
873,2011,13115,2,205742
873,2011,13117,2,128338
873,2011,13119,1,29114
873,2011,13121,6,1079010
873,2011,13127,4,222420
873,2011,13129,3,314715
873,2011,13135,4,183755
873,2011,13143,2,73113
873,2011,13147,1,81402
873,2011,13151,2,32031
873,2011,13153,4,265497
873,2011,13177,2,241248
873,2011,13185,4,365234
873,2011,13213,1,98418
873,2011,13215,15,4966578
873,2011,13217,3,197362
873,2011,13219,3,115660
873,2011,13223,1,16380
873,2011,13225,2,65594
873,2011,13227,1,50039
873,2011,13245,1,72022
873,2011,13247,1,43551
873,2011,13261,2,145609
873,2011,13275,3,263633
873,2011,13277,2,278045
873,2011,13285,5,220989
873,2011,13295,2,52931
873,2011,13297,2,251923
873,2011,13313,2,72381
873,2011,45007,1,24205
873,2011,45013,2,82915
873,2011,45015,2,54929
873,2011,45019,6,600846
873,2011,45027,1,69959
873,2011,45035,1,23686
873,2011,45041,2,72357
873,2011,45043,1,16602
873,2011,45045,3,160500
873,2011,45051,3,289625
873,2011,45055,1,87567
873,2011,45061,1,65236
873,2011,45063,2,61054
873,2011,45079,9,675317
873,2011,45083,2,123606
873,2011,45085,4,278984
873,2011,45091,1,30118
873,2011,47037,6,276646
873,2011,47065,3,48563
873,2011,47149,1,4670
873,2011,47157,7,219696
873,2011,47165,1,20539
873,2011,47187,2,59328
873,2012,01001,1,29614
873,2012,01003,1,70053
873,2012,01031,1,137213
873,2012,01045,1,61611
873,2012,01069,2,64106
873,2012,01073,9,1088447
873,2012,01089,5,488477
873,2012,01097,2,54435
873,2012,01101,3,494541
873,2012,01113,3,146115
873,2012,01117,4,124233
873,2012,01125,6,449516
873,2012,01127,7,462410
873,2012,12021,1,72115
873,2012,12031,4,144937
873,2012,12033,9,397552
873,2012,12057,2,45136
873,2012,12071,1,19324
873,2012,12073,4,252231
873,2012,12081,2,58368
873,2012,12089,2,180066
873,2012,12091,9,462254
873,2012,12101,3,101604
873,2012,12103,8,537534
873,2012,12113,5,129707
873,2012,12115,4,127575
873,2012,13015,1,34527
873,2012,13031,4,280478
873,2012,13039,1,53607
873,2012,13043,1,44417
873,2012,13045,6,269580
873,2012,13051,4,180798
873,2012,13053,1,27248
873,2012,13057,2,252785
873,2012,13059,5,565421
873,2012,13067,4,679900
873,2012,13073,1,88432
873,2012,13077,5,242885
873,2012,13089,2,158389
873,2012,13095,3,62410
873,2012,13097,2,141044
873,2012,13113,2,154263
873,2012,13115,2,217842
873,2012,13117,2,127166
873,2012,13119,1,27939
873,2012,13121,6,978977
873,2012,13127,3,215414
873,2012,13129,3,278987
873,2012,13135,4,184569
873,2012,13143,2,78899
873,2012,13147,1,77672
873,2012,13151,1,31494
873,2012,13153,4,261410
873,2012,13177,2,186111
873,2012,13185,4,389074
873,2012,13213,1,98554
873,2012,13215,15,3731160
873,2012,13217,3,213775
873,2012,13219,3,123089
873,2012,13223,1,17215
873,2012,13225,2,71078
873,2012,13227,1,48417
873,2012,13245,1,77185
873,2012,13247,1,36253
873,2012,13261,2,164852
873,2012,13275,3,268177
873,2012,13277,2,293109
873,2012,13285,4,225914
873,2012,13295,2,53409
873,2012,13297,2,241465
873,2012,13313,2,77482
873,2012,45007,1,24714
873,2012,45013,2,74454
873,2012,45015,2,62988
873,2012,45019,6,694184
873,2012,45027,1,68600
873,2012,45035,1,30593
873,2012,45041,2,70279
873,2012,45043,1,13164
873,2012,45045,3,145560
873,2012,45051,3,259787
873,2012,45055,1,107550
873,2012,45061,1,64140
873,2012,45063,2,66677
873,2012,45079,9,649549
873,2012,45083,2,113039
873,2012,45085,4,264462
873,2012,45091,1,33421
873,2012,47037,6,276640
873,2012,47065,3,50455
873,2012,47149,1,4907
873,2012,47157,7,202429
873,2012,47165,1,19244
873,2012,47187,2,60696
873,2013,01001,1,22188
873,2013,01003,1,61007
873,2013,01031,1,125278
873,2013,01045,1,59427
873,2013,01069,2,66906
873,2013,01073,9,1064156
873,2013,01089,5,458862
873,2013,01097,2,55615
873,2013,01101,3,460726
873,2013,01113,3,158801
873,2013,01117,4,115165
873,2013,01125,6,372577
873,2013,01127,7,452881
873,2013,12021,1,55929
873,2013,12031,4,125597
873,2013,12033,7,380896
873,2013,12057,2,43011
873,2013,12071,1,16856
873,2013,12073,4,240570
873,2013,12081,2,46479
873,2013,12089,2,172560
873,2013,12091,9,460378
873,2013,12101,3,88856
873,2013,12103,8,421174
873,2013,12113,5,127888
873,2013,12115,4,111302
873,2013,13015,1,36477
873,2013,13031,4,283378
873,2013,13039,1,52382
873,2013,13043,1,46743
873,2013,13045,5,269139
873,2013,13051,4,181090
873,2013,13053,1,0
873,2013,13057,2,250878
873,2013,13059,5,574406
873,2013,13067,4,504908
873,2013,13073,1,87684
873,2013,13077,4,265782
873,2013,13089,2,154391
873,2013,13095,3,61381
873,2013,13097,2,140963
873,2013,13113,2,128411
873,2013,13115,2,240139
873,2013,13117,2,124254
873,2013,13119,1,28185
873,2013,13121,7,1020872
873,2013,13127,3,206813
873,2013,13129,2,276829
873,2013,13135,4,181935
873,2013,13143,2,80160
873,2013,13147,1,75162
873,2013,13151,1,25204
873,2013,13153,4,259607
873,2013,13177,2,171607
873,2013,13185,5,425897
873,2013,13213,1,96487
873,2013,13215,15,3768069
873,2013,13217,3,218474
873,2013,13219,3,133992
873,2013,13223,1,33427
873,2013,13225,2,71099
873,2013,13227,1,47259
873,2013,13245,1,69021
873,2013,13247,1,37798
873,2013,13261,2,166239
873,2013,13275,3,283319
873,2013,13277,2,274163
873,2013,13285,4,226392
873,2013,13289,1,6150
873,2013,13295,2,51714
873,2013,13297,2,243215
873,2013,13313,2,67945
873,2013,45007,1,25857
873,2013,45013,2,73242
873,2013,45015,2,64711
873,2013,45019,6,564736
873,2013,45027,1,62617
873,2013,45035,1,30059
873,2013,45041,2,54320
873,2013,45043,1,10341
873,2013,45045,3,137699
873,2013,45051,3,290536
873,2013,45055,1,88532
873,2013,45061,1,63541
873,2013,45063,2,54743
873,2013,45079,9,654694
873,2013,45083,2,119152
873,2013,45085,4,269521
873,2013,45091,1,33080
873,2013,47037,6,256115
873,2013,47065,3,52020
873,2013,47149,1,5378
873,2013,47157,6,212050
873,2013,47165,1,20907
873,2013,47187,2,64516
873,2014,01001,1,27589
873,2014,01003,1,58060
873,2014,01031,1,117485
873,2014,01045,1,66758
873,2014,01069,2,61870
873,2014,01073,9,1076447
873,2014,01089,5,469853
873,2014,01097,2,60781
873,2014,01101,3,510426
873,2014,01113,3,172811
873,2014,01117,4,119198
873,2014,01125,6,390861
873,2014,01127,7,437862
873,2014,12021,1,54182
873,2014,12031,4,139133
873,2014,12033,7,388920
873,2014,12057,2,59383
873,2014,12071,1,20569
873,2014,12073,4,250236
873,2014,12081,2,44299
873,2014,12089,2,181821
873,2014,12091,9,457245
873,2014,12101,3,95532
873,2014,12103,8,447951
873,2014,12113,3,116896
873,2014,12115,4,98452
873,2014,13015,1,37583
873,2014,13031,4,302134
873,2014,13039,1,53569
873,2014,13043,1,40759
873,2014,13045,5,255856
873,2014,13051,4,209763
873,2014,13053,2,34759
873,2014,13057,2,260945
873,2014,13059,5,591758
873,2014,13067,4,558986
873,2014,13073,1,89157
873,2014,13077,4,264735
873,2014,13089,2,153747
873,2014,13095,3,62955
873,2014,13097,2,146405
873,2014,13113,2,149803
873,2014,13115,2,243707
873,2014,13117,2,117214
873,2014,13119,1,29106
873,2014,13121,6,1134983
873,2014,13127,3,183877
873,2014,13129,2,282851
873,2014,13135,4,196068
873,2014,13143,2,82536
873,2014,13147,1,74988
873,2014,13151,1,24894
873,2014,13153,4,233586
873,2014,13177,2,165875
873,2014,13185,4,427043
873,2014,13213,1,90176
873,2014,13215,13,3732744
873,2014,13217,3,198785
873,2014,13219,3,150245
873,2014,13223,1,43926
873,2014,13225,2,103863
873,2014,13227,1,45780
873,2014,13245,1,69060
873,2014,13247,1,41227
873,2014,13261,2,163257
873,2014,13275,3,277492
873,2014,13277,2,297439
873,2014,13285,4,244075
873,2014,13295,2,49638
873,2014,13297,2,269001
873,2014,13313,2,67761
873,2014,45007,1,27565
873,2014,45013,2,75235
873,2014,45015,2,64143
873,2014,45019,6,527936
873,2014,45027,1,65784
873,2014,45035,1,31243
873,2014,45041,2,74981
873,2014,45043,1,11831
873,2014,45045,3,134902
873,2014,45051,3,281879
873,2014,45055,1,94759
873,2014,45061,1,61781
873,2014,45063,2,57112
873,2014,45079,9,675509
873,2014,45083,2,133351
873,2014,45085,4,258923
873,2014,45091,1,31788
873,2014,47037,6,274888
873,2014,47065,3,64207
873,2014,47149,1,6696
873,2014,47165,1,19711
873,2014,47187,2,65265
873,2015,01001,1,31287
873,2015,01003,1,59395
873,2015,01031,1,122714
873,2015,01045,1,61107
873,2015,01069,2,72846
873,2015,01073,8,1285253
873,2015,01089,5,514091
873,2015,01097,2,63232
873,2015,01101,3,569877
873,2015,01113,3,180047
873,2015,01117,3,120230
873,2015,01125,5,417696
873,2015,01127,6,424041
873,2015,12021,1,53205
873,2015,12031,4,187889
873,2015,12033,7,413297
873,2015,12057,2,80464
873,2015,12071,1,28018
873,2015,12073,4,264204
873,2015,12081,2,53098
873,2015,12089,2,180477
873,2015,12091,8,496321
873,2015,12095,1,6192
873,2015,12101,3,99551
873,2015,12103,8,492377
873,2015,12113,3,126852
873,2015,12115,3,121929
873,2015,13015,1,45921
873,2015,13031,4,329404
873,2015,13039,1,53232
873,2015,13043,1,48276
873,2015,13045,4,235548
873,2015,13051,4,242438
873,2015,13053,2,44754
873,2015,13057,2,302080
873,2015,13059,5,674290
873,2015,13067,4,631858
873,2015,13073,1,99982
873,2015,13077,4,266887
873,2015,13089,2,184303
873,2015,13095,3,69581
873,2015,13097,2,171932
873,2015,13113,2,175821
873,2015,13115,2,249365
873,2015,13117,2,149351
873,2015,13119,1,30346
873,2015,13121,6,1191739
873,2015,13127,3,278018
873,2015,13129,2,287048
873,2015,13135,4,185383
873,2015,13143,2,86206
873,2015,13147,1,76917
873,2015,13151,1,30055
873,2015,13153,4,260223
873,2015,13177,2,189903
873,2015,13185,4,374156
873,2015,13213,1,98777
873,2015,13215,13,3809732
873,2015,13217,3,203677
873,2015,13219,3,155692
873,2015,13223,1,53379
873,2015,13225,2,95232
873,2015,13227,1,48422
873,2015,13245,1,71961
873,2015,13247,1,48002
873,2015,13261,2,174523
873,2015,13275,3,296176
873,2015,13277,2,305425
873,2015,13285,4,241071
873,2015,13295,2,49176
873,2015,13297,2,277772
873,2015,13313,1,84386
873,2015,45007,1,29594
873,2015,45013,2,83560
873,2015,45015,2,59202
873,2015,45019,6,599131
873,2015,45027,1,70447
873,2015,45035,1,40214
873,2015,45041,1,94043
873,2015,45045,2,169321
873,2015,45051,3,326852
873,2015,45055,1,95028
873,2015,45061,1,62067
873,2015,45063,2,63778
873,2015,45079,9,744577
873,2015,45083,2,172210
873,2015,45085,4,269131
873,2015,45091,1,37225
873,2015,47037,5,286592
873,2015,47065,2,81299
873,2015,47149,1,7324
873,2015,47165,1,24333
873,2015,47187,2,69427
873,2016,01001,1,61834
873,2016,01003,1,56968
873,2016,01031,1,127609
873,2016,01045,1,63211
873,2016,01069,1,75741
873,2016,01073,9,1267650
873,2016,01089,5,557804
873,2016,01097,2,68624
873,2016,01101,2,557147
873,2016,01113,3,182824
873,2016,01117,2,71341
873,2016,01125,5,451760
873,2016,01127,5,424576
873,2016,12021,1,60821
873,2016,12031,4,212826
873,2016,12033,7,434264
873,2016,12057,2,108745
873,2016,12071,1,27774
873,2016,12073,4,272898
873,2016,12081,2,65900
873,2016,12089,2,176843
873,2016,12091,8,515200
873,2016,12095,1,28838
873,2016,12101,3,109514
873,2016,12103,8,523433
873,2016,12113,3,133121
873,2016,12115,3,150067
873,2016,13015,1,52176
873,2016,13031,4,347849
873,2016,13039,1,56251
873,2016,13043,1,52655
873,2016,13045,4,263951
873,2016,13051,4,344285
873,2016,13053,2,47605
873,2016,13057,2,310493
873,2016,13059,5,697719
873,2016,13067,4,662480
873,2016,13073,1,112104
873,2016,13077,4,253156
873,2016,13089,2,186956
873,2016,13095,2,77181
873,2016,13097,2,205619
873,2016,13113,2,200089
873,2016,13115,2,273198
873,2016,13117,2,149836
873,2016,13119,1,29998
873,2016,13121,6,1249025
873,2016,13127,3,273518
873,2016,13129,2,287623
873,2016,13135,4,204994
873,2016,13143,2,93785
873,2016,13147,1,82978
873,2016,13151,1,32775
873,2016,13153,4,278149
873,2016,13177,2,186305
873,2016,13185,4,408746
873,2016,13213,1,108686
873,2016,13215,13,4023680
873,2016,13217,3,212905
873,2016,13219,3,185076
873,2016,13223,1,59902
873,2016,13225,2,102478
873,2016,13227,1,52560
873,2016,13245,1,68181
873,2016,13247,1,87126
873,2016,13261,2,170453
873,2016,13275,3,287382
873,2016,13277,2,335928
873,2016,13285,3,227578
873,2016,13295,2,56600
873,2016,13297,2,291428
873,2016,13313,1,96310
873,2016,45007,1,30858
873,2016,45013,2,95919
873,2016,45015,2,64900
873,2016,45019,6,623759
873,2016,45027,1,74682
873,2016,45035,1,40529
873,2016,45041,1,85062
873,2016,45045,2,182159
873,2016,45051,3,314011
873,2016,45055,1,78210
873,2016,45061,1,64723
873,2016,45063,3,130656
873,2016,45079,8,791228
873,2016,45083,2,143349
873,2016,45085,4,297640
873,2016,45091,1,41541
873,2016,47037,5,322969
873,2016,47065,2,98055
873,2016,47149,1,8489
873,2016,47165,1,25102
873,2016,47187,2,60184
873,2017,01001,1,58149
873,2017,01003,1,52227
873,2017,01031,1,137636
873,2017,01045,1,68248
873,2017,01069,1,79537
873,2017,01073,8,1444271
873,2017,01089,5,583163
873,2017,01097,2,62407
873,2017,01101,2,582610
873,2017,01113,3,186333
873,2017,01117,2,78365
873,2017,01125,5,465776
873,2017,01127,5,431642
873,2017,12021,1,64542
873,2017,12031,4,249027
873,2017,12033,6,457517
873,2017,12057,2,128459
873,2017,12071,1,30700
873,2017,12073,4,280922
873,2017,12081,2,69971
873,2017,12089,2,178039
873,2017,12091,8,550025
873,2017,12095,1,21887
873,2017,12101,3,101122
873,2017,12103,8,537365
873,2017,12113,3,134952
873,2017,12115,3,153970
873,2017,13015,1,54604
873,2017,13031,4,364395
873,2017,13039,1,60565
873,2017,13043,1,50759
873,2017,13045,4,339020
873,2017,13051,4,289433
873,2017,13053,1,53966
873,2017,13057,2,335883
873,2017,13059,5,836627
873,2017,13067,4,716757
873,2017,13073,1,122287
873,2017,13077,4,265084
873,2017,13089,2,196583
873,2017,13095,2,89959
873,2017,13097,2,229067
873,2017,13113,2,208697
873,2017,13115,2,285291
873,2017,13117,2,179391
873,2017,13119,1,33771
873,2017,13121,6,1339197
873,2017,13127,3,278070
873,2017,13129,2,293389
873,2017,13135,4,205649
873,2017,13143,2,100880
873,2017,13147,1,82669
873,2017,13151,1,34791
873,2017,13153,3,283178
873,2017,13177,2,163611
