geofips,geoname,year,population
51159,"Richmond, VA",2023,9162.0
51159,"Richmond, VA",2024,9215.0
51167,"Russell, VA",2019,25915.0
51167,"Russell, VA",2020,25756.0
51167,"Russell, VA",2021,25574.0
51167,"Russell, VA",2022,25440.0
51167,"Russell, VA",2023,25502.0
51167,"Russell, VA",2024,25420.0
51169,"Scott, VA",2019,21543.0
51169,"Scott, VA",2020,21586.0
51169,"Scott, VA",2021,21479.0
51169,"Scott, VA",2022,21497.0
51169,"Scott, VA",2023,21444.0
51169,"Scott, VA",2024,21388.0
51171,"Shenandoah, VA",2019,43866.0
51171,"Shenandoah, VA",2020,44256.0
51171,"Shenandoah, VA",2021,44837.0
51171,"Shenandoah, VA",2022,44905.0
51171,"Shenandoah, VA",2023,45185.0
51171,"Shenandoah, VA",2024,45441.0
51173,"Smyth, VA",2019,29887.0
51173,"Smyth, VA",2020,29780.0
51173,"Smyth, VA",2021,29605.0
51173,"Smyth, VA",2022,29393.0
51173,"Smyth, VA",2023,29187.0
51173,"Smyth, VA",2024,29137.0
51179,"Stafford, VA",2019,154579.0
51179,"Stafford, VA",2020,157767.0
51179,"Stafford, VA",2021,161588.0
51179,"Stafford, VA",2022,163233.0
51179,"Stafford, VA",2023,165821.0
51179,"Stafford, VA",2024,168919.0
51181,"Surry, VA",2019,6572.0
51181,"Surry, VA",2020,6551.0
51181,"Surry, VA",2021,6535.0
51181,"Surry, VA",2022,6506.0
51181,"Surry, VA",2023,6575.0
51181,"Surry, VA",2024,6579.0
51183,"Sussex, VA",2019,10966.0
51183,"Sussex, VA",2020,10798.0
51183,"Sussex, VA",2021,10828.0
51183,"Sussex, VA",2022,10652.0
51183,"Sussex, VA",2023,10794.0
51183,"Sussex, VA",2024,10753.0
51185,"Tazewell, VA",2019,40596.0
51185,"Tazewell, VA",2020,40411.0
51185,"Tazewell, VA",2021,39960.0
51185,"Tazewell, VA",2022,39650.0
51185,"Tazewell, VA",2023,39222.0
51185,"Tazewell, VA",2024,38875.0
51187,"Warren, VA",2019,40516.0
51187,"Warren, VA",2020,40797.0
51187,"Warren, VA",2021,40977.0
51187,"Warren, VA",2022,41436.0
51187,"Warren, VA",2023,41982.0
51187,"Warren, VA",2024,42461.0
51193,"Westmoreland, VA",2019,18358.0
51193,"Westmoreland, VA",2020,18505.0
51193,"Westmoreland, VA",2021,18768.0
51193,"Westmoreland, VA",2022,18704.0
51193,"Westmoreland, VA",2023,18918.0
51193,"Westmoreland, VA",2024,19235.0
51197,"Wythe, VA",2019,28321.0
51197,"Wythe, VA",2020,28322.0
51197,"Wythe, VA",2021,28205.0
51197,"Wythe, VA",2022,28143.0
51197,"Wythe, VA",2023,28171.0
51197,"Wythe, VA",2024,28100.0
51510,"Alexandria (Independent City), VA",2019,159599.0
51510,"Alexandria (Independent City), VA",2020,159144.0
51510,"Alexandria (Independent City), VA",2021,155129.0
51510,"Alexandria (Independent City), VA",2022,155235.0
51510,"Alexandria (Independent City), VA",2023,156271.0
51510,"Alexandria (Independent City), VA",2024,159102.0
51550,"Chesapeake (Independent City), VA",2019,247900.0
51550,"Chesapeake (Independent City), VA",2020,249726.0
51550,"Chesapeake (Independent City), VA",2021,251732.0
51550,"Chesapeake (Independent City), VA",2022,252493.0
51550,"Chesapeake (Independent City), VA",2023,253967.0
51550,"Chesapeake (Independent City), VA",2024,254997.0
51650,"Hampton (Independent City), VA",2019,136638.0
51650,"Hampton (Independent City), VA",2020,137282.0
51650,"Hampton (Independent City), VA",2021,137780.0
51650,"Hampton (Independent City), VA",2022,137970.0
51650,"Hampton (Independent City), VA",2023,137157.0
51650,"Hampton (Independent City), VA",2024,137596.0
51700,"Newport News (Independent City), VA",2019,186155.0
51700,"Newport News (Independent City), VA",2020,186052.0
51700,"Newport News (Independent City), VA",2021,184717.0
51700,"Newport News (Independent City), VA",2022,184004.0
51700,"Newport News (Independent City), VA",2023,183249.0
51700,"Newport News (Independent City), VA",2024,183056.0
51710,"Norfolk (Independent City), VA",2019,238879.0
51710,"Norfolk (Independent City), VA",2020,237813.0
51710,"Norfolk (Independent City), VA",2021,234920.0
51710,"Norfolk (Independent City), VA",2022,232766.0
51710,"Norfolk (Independent City), VA",2023,231378.0
51710,"Norfolk (Independent City), VA",2024,231105.0
51740,"Portsmouth (Independent City), VA",2019,97287.0
51740,"Portsmouth (Independent City), VA",2020,97997.0
51740,"Portsmouth (Independent City), VA",2021,97700.0
51740,"Portsmouth (Independent City), VA",2022,96989.0
51740,"Portsmouth (Independent City), VA",2023,96782.0
51740,"Portsmouth (Independent City), VA",2024,96482.0
51760,"Richmond (Independent City), VA",2019,225993.0
51760,"Richmond (Independent City), VA",2020,226923.0
51760,"Richmond (Independent City), VA",2021,227164.0
51760,"Richmond (Independent City), VA",2022,228670.0
51760,"Richmond (Independent City), VA",2023,230383.0
51760,"Richmond (Independent City), VA",2024,233655.0
51770,"Roanoke (Independent City), VA",2019,100031.0
51770,"Roanoke (Independent City), VA",2020,99898.0
51770,"Roanoke (Independent City), VA",2021,98717.0
51770,"Roanoke (Independent City), VA",2022,97743.0
51770,"Roanoke (Independent City), VA",2023,97503.0
51770,"Roanoke (Independent City), VA",2024,97912.0
51800,"Suffolk (Independent City), VA",2019,93006.0
51800,"Suffolk (Independent City), VA",2020,94794.0
51800,"Suffolk (Independent City), VA",2021,96400.0
51800,"Suffolk (Independent City), VA",2022,98630.0
51800,"Suffolk (Independent City), VA",2023,101050.0
51800,"Suffolk (Independent City), VA",2024,103105.0
51810,"Virginia Beach (Independent City), VA",2019,458285.0
51810,"Virginia Beach (Independent City), VA",2020,459673.0
51810,"Virginia Beach (Independent City), VA",2021,458599.0
51810,"Virginia Beach (Independent City), VA",2022,454886.0
51810,"Virginia Beach (Independent City), VA",2023,453779.0
51810,"Virginia Beach (Independent City), VA",2024,454808.0
51901,"Albemarle + Charlottesville, VA*",2019,158372.0
51901,"Albemarle + Charlottesville, VA*",2020,158994.0
51901,"Albemarle + Charlottesville, VA*",2021,159652.0
51901,"Albemarle + Charlottesville, VA*",2022,160148.0
51901,"Albemarle + Charlottesville, VA*",2023,160904.0
51901,"Albemarle + Charlottesville, VA*",2024,162080.0
51903,"Alleghany + Covington, VA*",2019,21042.0
51903,"Alleghany + Covington, VA*",2020,20939.0
51903,"Alleghany + Covington, VA*",2021,20722.0
51903,"Alleghany + Covington, VA*",2022,20432.0
51903,"Alleghany + Covington, VA*",2023,20309.0
51903,"Alleghany + Covington, VA*",2024,20295.0
51907,"Augusta, Staunton + Waynesboro, VA*",2019,124525.0
51907,"Augusta, Staunton + Waynesboro, VA*",2020,125675.0
51907,"Augusta, Staunton + Waynesboro, VA*",2021,126083.0
51907,"Augusta, Staunton + Waynesboro, VA*",2022,126603.0
51907,"Augusta, Staunton + Waynesboro, VA*",2023,127269.0
51907,"Augusta, Staunton + Waynesboro, VA*",2024,128481.0
51911,"Campbell + Lynchburg, VA*",2019,134980.0
51911,"Campbell + Lynchburg, VA*",2020,134603.0
51911,"Campbell + Lynchburg, VA*",2021,134460.0
51911,"Campbell + Lynchburg, VA*",2022,134314.0
51911,"Campbell + Lynchburg, VA*",2023,135023.0
51911,"Campbell + Lynchburg, VA*",2024,135643.0
51913,"Carroll + Galax, VA*",2019,35878.0
51913,"Carroll + Galax, VA*",2020,35862.0
51913,"Carroll + Galax, VA*",2021,35757.0
51913,"Carroll + Galax, VA*",2022,35820.0
51913,"Carroll + Galax, VA*",2023,36001.0
51913,"Carroll + Galax, VA*",2024,35981.0
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",2019,79426.0
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",2020,79453.0
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",2021,79629.0
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",2022,79858.0
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",2023,80151.0
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",2024,81308.0
51919,"Fairfax, Fairfax City + Falls Church, VA*",2019,1189262.0
51919,"Fairfax, Fairfax City + Falls Church, VA*",2020,1187536.0
51919,"Fairfax, Fairfax City + Falls Church, VA*",2021,1181257.0
51919,"Fairfax, Fairfax City + Falls Church, VA*",2022,1179864.0
51919,"Fairfax, Fairfax City + Falls Church, VA*",2023,1186908.0
51919,"Fairfax, Fairfax City + Falls Church, VA*",2024,1202299.0
51921,"Frederick + Winchester, VA*",2019,118418.0
51921,"Frederick + Winchester, VA*",2020,119910.0
51921,"Frederick + Winchester, VA*",2021,122097.0
51921,"Frederick + Winchester, VA*",2022,122758.0
51921,"Frederick + Winchester, VA*",2023,123932.0
51921,"Frederick + Winchester, VA*",2024,125909.0
51923,"Greensville + Emporia, VA*",2019,17226.0
51923,"Greensville + Emporia, VA*",2020,17090.0
51923,"Greensville + Emporia, VA*",2021,17052.0
51923,"Greensville + Emporia, VA*",2022,16756.0
51923,"Greensville + Emporia, VA*",2023,16653.0
51923,"Greensville + Emporia, VA*",2024,16552.0
51929,"Henry + Martinsville, VA*",2019,64639.0
51929,"Henry + Martinsville, VA*",2020,64324.0
51929,"Henry + Martinsville, VA*",2021,63807.0
51929,"Henry + Martinsville, VA*",2022,63451.0
51929,"Henry + Martinsville, VA*",2023,63389.0
51929,"Henry + Martinsville, VA*",2024,63219.0
51931,"James City + Williamsburg, VA*",2019,92783.0
51931,"James City + Williamsburg, VA*",2020,93960.0
51931,"James City + Williamsburg, VA*",2021,95624.0
51931,"James City + Williamsburg, VA*",2022,97183.0
51931,"James City + Williamsburg, VA*",2023,98462.0
51931,"James City + Williamsburg, VA*",2024,98827.0
51933,"Montgomery + Radford, VA*",2019,116068.0
51933,"Montgomery + Radford, VA*",2020,115699.0
51933,"Montgomery + Radford, VA*",2021,115333.0
51933,"Montgomery + Radford, VA*",2022,115703.0
51933,"Montgomery + Radford, VA*",2023,116128.0
51933,"Montgomery + Radford, VA*",2024,116271.0
51939,"Pittsylvania + Danville, VA*",2019,103402.0
51939,"Pittsylvania + Danville, VA*",2020,102958.0
51939,"Pittsylvania + Danville, VA*",2021,102354.0
51939,"Pittsylvania + Danville, VA*",2022,101944.0
51939,"Pittsylvania + Danville, VA*",2023,101689.0
51939,"Pittsylvania + Danville, VA*",2024,101403.0
51941,"Prince George + Hopewell, VA*",2019,65672.0
51941,"Prince George + Hopewell, VA*",2020,66098.0
51941,"Prince George + Hopewell, VA*",2021,66023.0
51941,"Prince George + Hopewell, VA*",2022,65915.0
51941,"Prince George + Hopewell, VA*",2023,65931.0
51941,"Prince George + Hopewell, VA*",2024,66559.0
51942,"Prince William, Manassas + Manassas Park, VA*",2019,538517.0
51942,"Prince William, Manassas + Manassas Park, VA*",2020,542722.0
51942,"Prince William, Manassas + Manassas Park, VA*",2021,545297.0
51942,"Prince William, Manassas + Manassas Park, VA*",2022,546908.0
51942,"Prince William, Manassas + Manassas Park, VA*",2023,551113.0
51942,"Prince William, Manassas + Manassas Park, VA*",2024,557230.0
51944,"Roanoke + Salem, VA*",2019,121898.0
51944,"Roanoke + Salem, VA*",2020,122348.0
51944,"Roanoke + Salem, VA*",2021,122128.0
51944,"Roanoke + Salem, VA*",2022,122554.0
51944,"Roanoke + Salem, VA*",2023,122932.0
51944,"Roanoke + Salem, VA*",2024,123242.0
51945,"Rockbridge, Buena Vista + Lexington, VA*",2019,36636.0
51945,"Rockbridge, Buena Vista + Lexington, VA*",2020,36593.0
51945,"Rockbridge, Buena Vista + Lexington, VA*",2021,36718.0
51945,"Rockbridge, Buena Vista + Lexington, VA*",2022,36660.0
51945,"Rockbridge, Buena Vista + Lexington, VA*",2023,36524.0
51945,"Rockbridge, Buena Vista + Lexington, VA*",2024,36751.0
51947,"Rockingham + Harrisonburg, VA*",2019,135480.0
51947,"Rockingham + Harrisonburg, VA*",2020,135484.0
51947,"Rockingham + Harrisonburg, VA*",2021,136032.0
51947,"Rockingham + Harrisonburg, VA*",2022,136597.0
51947,"Rockingham + Harrisonburg, VA*",2023,138008.0
51947,"Rockingham + Harrisonburg, VA*",2024,138838.0
51949,"Southampton + Franklin, VA*",2019,26271.0
51949,"Southampton + Franklin, VA*",2020,26099.0
51949,"Southampton + Franklin, VA*",2021,26184.0
51949,"Southampton + Franklin, VA*",2022,26156.0
51949,"Southampton + Franklin, VA*",2023,26316.0
51949,"Southampton + Franklin, VA*",2024,26314.0
51951,"Spotsylvania + Fredericksburg, VA*",2019,166206.0
51951,"Spotsylvania + Fredericksburg, VA*",2020,168606.0
51951,"Spotsylvania + Fredericksburg, VA*",2021,172472.0
51951,"Spotsylvania + Fredericksburg, VA*",2022,175453.0
51951,"Spotsylvania + Fredericksburg, VA*",2023,178840.0
51951,"Spotsylvania + Fredericksburg, VA*",2024,182013.0
51953,"Washington + Bristol, VA*",2019,71028.0
51953,"Washington + Bristol, VA*",2020,71206.0
51953,"Washington + Bristol, VA*",2021,70827.0
51953,"Washington + Bristol, VA*",2022,70730.0
51953,"Washington + Bristol, VA*",2023,70696.0
51953,"Washington + Bristol, VA*",2024,70414.0
51955,"Wise + Norton, VA*",2019,40099.0
51955,"Wise + Norton, VA*",2020,39747.0
51955,"Wise + Norton, VA*",2021,39319.0
51955,"Wise + Norton, VA*",2022,38918.0
51955,"Wise + Norton, VA*",2023,38692.0
51955,"Wise + Norton, VA*",2024,38451.0
51958,"York + Poquoson, VA*",2019,81896.0
51958,"York + Poquoson, VA*",2020,82711.0
51958,"York + Poquoson, VA*",2021,83752.0
51958,"York + Poquoson, VA*",2022,83833.0
51958,"York + Poquoson, VA*",2023,83659.0
51958,"York + Poquoson, VA*",2024,84264.0
53001,"Adams, WA",2019,20473.0
53001,"Adams, WA",2020,20609.0
53001,"Adams, WA",2021,20653.0
53001,"Adams, WA",2022,20843.0
53001,"Adams, WA",2023,20857.0
53001,"Adams, WA",2024,21039.0
53003,"Asotin, WA",2019,22203.0
53003,"Asotin, WA",2020,22328.0
53003,"Asotin, WA",2021,22476.0
53003,"Asotin, WA",2022,22497.0
53003,"Asotin, WA",2023,22510.0
53003,"Asotin, WA",2024,22523.0
53005,"Benton, WA",2019,204976.0
53005,"Benton, WA",2020,207426.0
53005,"Benton, WA",2021,210627.0
53005,"Benton, WA",2022,212838.0
53005,"Benton, WA",2023,215445.0
53005,"Benton, WA",2024,218190.0
53007,"Chelan, WA",2019,78511.0
53007,"Chelan, WA",2020,79307.0
53007,"Chelan, WA",2021,79854.0
53007,"Chelan, WA",2022,80032.0
53007,"Chelan, WA",2023,80439.0
53007,"Chelan, WA",2024,81228.0
53009,"Clallam, WA",2019,76704.0
53009,"Clallam, WA",2020,77365.0
53009,"Clallam, WA",2021,78476.0
53009,"Clallam, WA",2022,77675.0
53009,"Clallam, WA",2023,77589.0
53009,"Clallam, WA",2024,77958.0
53011,"Clark, WA",2019,496746.0
53011,"Clark, WA",2020,505363.0
53011,"Clark, WA",2021,512662.0
53011,"Clark, WA",2022,517036.0
53011,"Clark, WA",2023,522467.0
53011,"Clark, WA",2024,527269.0
53013,"Columbia, WA",2019,3934.0
53013,"Columbia, WA",2020,3953.0
53013,"Columbia, WA",2021,4019.0
53013,"Columbia, WA",2022,4018.0
53013,"Columbia, WA",2023,4055.0
53013,"Columbia, WA",2024,4025.0
53015,"Cowlitz, WA",2019,109969.0
53015,"Cowlitz, WA",2020,111021.0
53015,"Cowlitz, WA",2021,111701.0
53015,"Cowlitz, WA",2022,112058.0
53015,"Cowlitz, WA",2023,113040.0
53015,"Cowlitz, WA",2024,113982.0
53017,"Douglas, WA",2019,42695.0
53017,"Douglas, WA",2020,43032.0
53017,"Douglas, WA",2021,43847.0
53017,"Douglas, WA",2022,44147.0
53017,"Douglas, WA",2023,45010.0
53017,"Douglas, WA",2024,45795.0
53019,"Ferry, WA",2019,7138.0
53019,"Ferry, WA",2020,7197.0
53019,"Ferry, WA",2021,7290.0
53019,"Ferry, WA",2022,7435.0
53019,"Ferry, WA",2023,7472.0
53019,"Ferry, WA",2024,7543.0
53021,"Franklin, WA",2019,95456.0
53021,"Franklin, WA",2020,97152.0
53021,"Franklin, WA",2021,98107.0
53021,"Franklin, WA",2022,98461.0
53021,"Franklin, WA",2023,99554.0
53021,"Franklin, WA",2024,101238.0
53023,"Garfield, WA",2019,2255.0
53023,"Garfield, WA",2020,2297.0
53023,"Garfield, WA",2021,2348.0
53023,"Garfield, WA",2022,2355.0
53023,"Garfield, WA",2023,2360.0
53023,"Garfield, WA",2024,2404.0
53025,"Grant, WA",2019,97971.0
53025,"Grant, WA",2020,99445.0
53025,"Grant, WA",2021,100437.0
53025,"Grant, WA",2022,101308.0
53025,"Grant, WA",2023,103088.0
53025,"Grant, WA",2024,104717.0
53027,"Grays Harbor, WA",2019,74911.0
53027,"Grays Harbor, WA",2020,75863.0
53027,"Grays Harbor, WA",2021,76859.0
53027,"Grays Harbor, WA",2022,77080.0
53027,"Grays Harbor, WA",2023,77570.0
53027,"Grays Harbor, WA",2024,77893.0
53029,"Island, WA",2019,86206.0
53029,"Island, WA",2020,87007.0
53029,"Island, WA",2021,87581.0
53029,"Island, WA",2022,86744.0
53029,"Island, WA",2023,86369.0
53029,"Island, WA",2024,86478.0
53031,"Jefferson, WA",2019,32638.0
53031,"Jefferson, WA",2020,33061.0
53031,"Jefferson, WA",2021,33558.0
53031,"Jefferson, WA",2022,33597.0
53031,"Jefferson, WA",2023,33725.0
53031,"Jefferson, WA",2024,33944.0
53033,"King, WA",2019,2249466.0
53033,"King, WA",2020,2274349.0
53033,"King, WA",2021,2253242.0
53033,"King, WA",2022,2271238.0
53033,"King, WA",2023,2296813.0
53033,"King, WA",2024,2340211.0
53035,"Kitsap, WA",2019,274904.0
53035,"Kitsap, WA",2020,275832.0
53035,"Kitsap, WA",2021,276629.0
53035,"Kitsap, WA",2022,277876.0
53035,"Kitsap, WA",2023,277650.0
53035,"Kitsap, WA",2024,281420.0
53037,"Kittitas, WA",2019,43640.0
53037,"Kittitas, WA",2020,46823.0
53037,"Kittitas, WA",2021,45653.0
53037,"Kittitas, WA",2022,47368.0
53037,"Kittitas, WA",2023,47845.0
53037,"Kittitas, WA",2024,48172.0
53039,"Klickitat, WA",2019,22514.0
53039,"Klickitat, WA",2020,22820.0
53039,"Klickitat, WA",2021,23177.0
53039,"Klickitat, WA",2022,23248.0
53039,"Klickitat, WA",2023,23688.0
53039,"Klickitat, WA",2024,24124.0
53041,"Lewis, WA",2019,80948.0
53041,"Lewis, WA",2020,82562.0
53041,"Lewis, WA",2021,84590.0
53041,"Lewis, WA",2022,85307.0
53041,"Lewis, WA",2023,86264.0
53041,"Lewis, WA",2024,87049.0
53043,"Lincoln, WA",2019,10765.0
53043,"Lincoln, WA",2020,10927.0
53043,"Lincoln, WA",2021,11285.0
53043,"Lincoln, WA",2022,11609.0
53043,"Lincoln, WA",2023,11760.0
53043,"Lincoln, WA",2024,11862.0
53045,"Mason, WA",2019,64901.0
53045,"Mason, WA",2020,66033.0
53045,"Mason, WA",2021,67255.0
53045,"Mason, WA",2022,68238.0
53045,"Mason, WA",2023,68754.0
53045,"Mason, WA",2024,69632.0
53047,"Okanogan, WA",2019,41953.0
53047,"Okanogan, WA",2020,42147.0
53047,"Okanogan, WA",2021,42785.0
53047,"Okanogan, WA",2022,43255.0
53047,"Okanogan, WA",2023,43998.0
53047,"Okanogan, WA",2024,44942.0
53049,"Pacific, WA",2019,22975.0
53049,"Pacific, WA",2020,23492.0
53049,"Pacific, WA",2021,23995.0
53049,"Pacific, WA",2022,24067.0
53049,"Pacific, WA",2023,24173.0
53049,"Pacific, WA",2024,24245.0
53051,"Pend Oreille, WA",2019,13137.0
53051,"Pend Oreille, WA",2020,13506.0
53051,"Pend Oreille, WA",2021,13897.0
53051,"Pend Oreille, WA",2022,14153.0
53051,"Pend Oreille, WA",2023,14362.0
53051,"Pend Oreille, WA",2024,14332.0
53053,"Pierce, WA",2019,913860.0
53053,"Pierce, WA",2020,923655.0
53053,"Pierce, WA",2021,927738.0
53053,"Pierce, WA",2022,927313.0
53053,"Pierce, WA",2023,931718.0
53053,"Pierce, WA",2024,941170.0
53055,"San Juan, WA",2019,17654.0
53055,"San Juan, WA",2020,17826.0
53055,"San Juan, WA",2021,18623.0
53055,"San Juan, WA",2022,18666.0
53055,"San Juan, WA",2023,18605.0
53055,"San Juan, WA",2024,18668.0
53057,"Skagit, WA",2019,128330.0
53057,"Skagit, WA",2020,129901.0
53057,"Skagit, WA",2021,131018.0
53057,"Skagit, WA",2022,131229.0
53057,"Skagit, WA",2023,131754.0
53057,"Skagit, WA",2024,132736.0
53059,"Skamania, WA",2019,12039.0
53059,"Skamania, WA",2020,12045.0
53059,"Skamania, WA",2021,12214.0
53059,"Skamania, WA",2022,12454.0
53059,"Skamania, WA",2023,12639.0
53059,"Skamania, WA",2024,12660.0
53061,"Snohomish, WA",2019,821582.0
53061,"Snohomish, WA",2020,829975.0
53061,"Snohomish, WA",2021,836235.0
53061,"Snohomish, WA",2022,841529.0
53061,"Snohomish, WA",2023,850297.0
53061,"Snohomish, WA",2024,864113.0
53063,"Spokane, WA",2019,533712.0
53063,"Spokane, WA",2020,541198.0
53063,"Spokane, WA",2021,545540.0
53063,"Spokane, WA",2022,549835.0
53063,"Spokane, WA",2023,552758.0
53063,"Spokane, WA",2024,555947.0
53065,"Stevens, WA",2019,46000.0
53065,"Stevens, WA",2020,46589.0
53065,"Stevens, WA",2021,47620.0
53065,"Stevens, WA",2022,48273.0
53065,"Stevens, WA",2023,48838.0
53065,"Stevens, WA",2024,49015.0
53067,"Thurston, WA",2019,291225.0
53067,"Thurston, WA",2020,296018.0
53067,"Thurston, WA",2021,298241.0
53067,"Thurston, WA",2022,298645.0
53067,"Thurston, WA",2023,299519.0
53067,"Thurston, WA",2024,302912.0
53069,"Wahkiakum, WA",2019,4364.0
53069,"Wahkiakum, WA",2020,4448.0
53069,"Wahkiakum, WA",2021,4586.0
53069,"Wahkiakum, WA",2022,4691.0
53069,"Wahkiakum, WA",2023,4767.0
53069,"Wahkiakum, WA",2024,4800.0
53071,"Walla Walla, WA",2019,62289.0
53071,"Walla Walla, WA",2020,62629.0
53071,"Walla Walla, WA",2021,62232.0
53071,"Walla Walla, WA",2022,62085.0
53071,"Walla Walla, WA",2023,61789.0
53071,"Walla Walla, WA",2024,62068.0
53073,"Whatcom, WA",2019,225296.0
53073,"Whatcom, WA",2020,227451.0
53073,"Whatcom, WA",2021,226725.0
53073,"Whatcom, WA",2022,230701.0
53073,"Whatcom, WA",2023,232686.0
53073,"Whatcom, WA",2024,234954.0
53075,"Whitman, WA",2019,48584.0
53075,"Whitman, WA",2020,47821.0
53075,"Whitman, WA",2021,43242.0
53075,"Whitman, WA",2022,47653.0
53075,"Whitman, WA",2023,47900.0
53075,"Whitman, WA",2024,48399.0
53077,"Yakima, WA",2019,255999.0
53077,"Yakima, WA",2020,256736.0
53077,"Yakima, WA",2021,256743.0
53077,"Yakima, WA",2022,256566.0
53077,"Yakima, WA",2023,257193.0
53077,"Yakima, WA",2024,258523.0
54001,"Barbour, WV",2019,15532.0
54001,"Barbour, WV",2020,15462.0
54001,"Barbour, WV",2021,15447.0
54001,"Barbour, WV",2022,15397.0
54001,"Barbour, WV",2023,15443.0
54001,"Barbour, WV",2024,15369.0
54003,"Berkeley, WV",2019,120086.0
54003,"Berkeley, WV",2020,122699.0
54003,"Berkeley, WV",2021,126194.0
54003,"Berkeley, WV",2022,129538.0
54003,"Berkeley, WV",2023,132851.0
54003,"Berkeley, WV",2024,136287.0
54005,"Boone, WV",2019,21949.0
54005,"Boone, WV",2020,21746.0
54005,"Boone, WV",2021,21361.0
54005,"Boone, WV",2022,20925.0
54005,"Boone, WV",2023,20600.0
54005,"Boone, WV",2024,20496.0
54007,"Braxton, WV",2019,12666.0
54007,"Braxton, WV",2020,12396.0
54007,"Braxton, WV",2021,12297.0
54007,"Braxton, WV",2022,12158.0
54007,"Braxton, WV",2023,12139.0
54007,"Braxton, WV",2024,12051.0
54009,"Brooke, WV",2019,22656.0
54009,"Brooke, WV",2020,22484.0
54009,"Brooke, WV",2021,22080.0
54009,"Brooke, WV",2022,21739.0
54009,"Brooke, WV",2023,21438.0
54009,"Brooke, WV",2024,21285.0
54011,"Cabell, WV",2019,94307.0
54011,"Cabell, WV",2020,94245.0
54011,"Cabell, WV",2021,93422.0
54011,"Cabell, WV",2022,92501.0
54011,"Cabell, WV",2023,92036.0
54011,"Cabell, WV",2024,91489.0
54013,"Calhoun, WV",2019,6373.0
54013,"Calhoun, WV",2020,6196.0
54013,"Calhoun, WV",2021,6172.0
54013,"Calhoun, WV",2022,6056.0
54013,"Calhoun, WV",2023,5945.0
54013,"Calhoun, WV",2024,5873.0
54015,"Clay, WV",2019,8179.0
54015,"Clay, WV",2020,8013.0
54015,"Clay, WV",2021,7914.0
54015,"Clay, WV",2022,7819.0
54015,"Clay, WV",2023,7740.0
54015,"Clay, WV",2024,7689.0
54017,"Doddridge, WV",2019,7906.0
54017,"Doddridge, WV",2020,7790.0
54017,"Doddridge, WV",2021,7745.0
54017,"Doddridge, WV",2022,7719.0
54017,"Doddridge, WV",2023,7685.0
54017,"Doddridge, WV",2024,7615.0
54019,"Fayette, WV",2019,40907.0
54019,"Fayette, WV",2020,40445.0
54019,"Fayette, WV",2021,40059.0
54019,"Fayette, WV",2022,39411.0
54019,"Fayette, WV",2023,39079.0
54019,"Fayette, WV",2024,38600.0
54021,"Gilmer, WV",2019,7489.0
54021,"Gilmer, WV",2020,7399.0
54021,"Gilmer, WV",2021,7396.0
54021,"Gilmer, WV",2022,7309.0
54021,"Gilmer, WV",2023,7221.0
54021,"Gilmer, WV",2024,7116.0
54023,"Grant, WV",2019,10987.0
54023,"Grant, WV",2020,10995.0
54023,"Grant, WV",2021,10998.0
54023,"Grant, WV",2022,10965.0
54023,"Grant, WV",2023,10985.0
54023,"Grant, WV",2024,10971.0
54025,"Greenbrier, WV",2019,33282.0
54025,"Greenbrier, WV",2020,32903.0
54025,"Greenbrier, WV",2021,32705.0
54025,"Greenbrier, WV",2022,32348.0
54025,"Greenbrier, WV",2023,32123.0
54025,"Greenbrier, WV",2024,31851.0
54027,"Hampshire, WV",2019,23110.0
54027,"Hampshire, WV",2020,23085.0
54027,"Hampshire, WV",2021,23351.0
54027,"Hampshire, WV",2022,23464.0
54027,"Hampshire, WV",2023,23632.0
54027,"Hampshire, WV",2024,23793.0
54029,"Hancock, WV",2019,29220.0
54029,"Hancock, WV",2020,29043.0
54029,"Hancock, WV",2021,28604.0
54029,"Hancock, WV",2022,28265.0
54029,"Hancock, WV",2023,28191.0
54029,"Hancock, WV",2024,28054.0
54031,"Hardy, WV",2019,14370.0
54031,"Hardy, WV",2020,14241.0
54031,"Hardy, WV",2021,14150.0
54031,"Hardy, WV",2022,14196.0
54031,"Hardy, WV",2023,14293.0
54031,"Hardy, WV",2024,14335.0
54033,"Harrison, WV",2019,66334.0
54033,"Harrison, WV",2020,65842.0
54033,"Harrison, WV",2021,65412.0
54033,"Harrison, WV",2022,64683.0
54033,"Harrison, WV",2023,64513.0
54033,"Harrison, WV",2024,64472.0
54035,"Jackson, WV",2019,27977.0
54035,"Jackson, WV",2020,27726.0
54035,"Jackson, WV",2021,27789.0
54035,"Jackson, WV",2022,27624.0
54035,"Jackson, WV",2023,27668.0
54035,"Jackson, WV",2024,27718.0
54037,"Jefferson, WV",2019,57546.0
54037,"Jefferson, WV",2020,57785.0
54037,"Jefferson, WV",2021,58550.0
54037,"Jefferson, WV",2022,58957.0
54037,"Jefferson, WV",2023,59744.0
54037,"Jefferson, WV",2024,61264.0
54039,"Kanawha, WV",2019,181959.0
54039,"Kanawha, WV",2020,180208.0
54039,"Kanawha, WV",2021,178071.0
