geofips,geoname,metro_micro,year,per_capita_personal_income_usd,n_units,note
19860,"Dickinson, ND",Micropolitan,2020,63087.0,3,
19860,"Dickinson, ND",Micropolitan,2021,66729.0,3,
19860,"Dickinson, ND",Micropolitan,2022,72314.0,3,
19860,"Dickinson, ND",Micropolitan,2023,74661.0,3,
19860,"Dickinson, ND",Micropolitan,2024,76208.0,3,
19940,"Dixon, IL",Micropolitan,2019,42159.0,1,
19940,"Dixon, IL",Micropolitan,2020,46768.0,1,
19940,"Dixon, IL",Micropolitan,2021,51458.0,1,
19940,"Dixon, IL",Micropolitan,2022,51953.0,1,
19940,"Dixon, IL",Micropolitan,2023,54314.0,1,
19940,"Dixon, IL",Micropolitan,2024,55487.0,1,
19980,"Dodge City, KS",Micropolitan,2019,38661.0,1,
19980,"Dodge City, KS",Micropolitan,2020,44567.0,1,
19980,"Dodge City, KS",Micropolitan,2021,47398.0,1,
19980,"Dodge City, KS",Micropolitan,2022,47545.0,1,
19980,"Dodge City, KS",Micropolitan,2023,47529.0,1,
19980,"Dodge City, KS",Micropolitan,2024,48817.0,1,
20020,"Dothan, AL",Metropolitan,2019,42548.0,3,
20020,"Dothan, AL",Metropolitan,2020,45767.0,3,
20020,"Dothan, AL",Metropolitan,2021,50289.0,3,
20020,"Dothan, AL",Metropolitan,2022,50466.0,3,
20020,"Dothan, AL",Metropolitan,2023,52919.0,3,
20020,"Dothan, AL",Metropolitan,2024,55625.0,3,
20060,"Douglas, GA",Micropolitan,2019,32353.0,2,
20060,"Douglas, GA",Micropolitan,2020,35070.0,2,
20060,"Douglas, GA",Micropolitan,2021,40159.0,2,
20060,"Douglas, GA",Micropolitan,2022,38987.0,2,
20060,"Douglas, GA",Micropolitan,2023,39863.0,2,
20060,"Douglas, GA",Micropolitan,2024,42167.0,2,
20100,"Dover, DE",Metropolitan,2019,44271.0,1,
20100,"Dover, DE",Metropolitan,2020,45392.0,1,
20100,"Dover, DE",Metropolitan,2021,49547.0,1,
20100,"Dover, DE",Metropolitan,2022,50951.0,1,
20100,"Dover, DE",Metropolitan,2023,52818.0,1,
20100,"Dover, DE",Metropolitan,2024,55474.0,1,
20140,"Dublin, GA",Micropolitan,2019,35298.0,2,
20140,"Dublin, GA",Micropolitan,2020,38748.0,2,
20140,"Dublin, GA",Micropolitan,2021,42538.0,2,
20140,"Dublin, GA",Micropolitan,2022,41457.0,2,
20140,"Dublin, GA",Micropolitan,2023,44448.0,2,
20140,"Dublin, GA",Micropolitan,2024,46976.0,2,
20180,"DuBois, PA",Micropolitan,2019,44982.0,1,
20180,"DuBois, PA",Micropolitan,2020,49240.0,1,
20180,"DuBois, PA",Micropolitan,2021,53745.0,1,
20180,"DuBois, PA",Micropolitan,2022,54734.0,1,
20180,"DuBois, PA",Micropolitan,2023,55410.0,1,
20180,"DuBois, PA",Micropolitan,2024,57366.0,1,
20220,"Dubuque, IA",Metropolitan,2019,49522.0,1,
20220,"Dubuque, IA",Metropolitan,2020,52978.0,1,
20220,"Dubuque, IA",Metropolitan,2021,58097.0,1,
20220,"Dubuque, IA",Metropolitan,2022,60852.0,1,
20220,"Dubuque, IA",Metropolitan,2023,63620.0,1,
20220,"Dubuque, IA",Metropolitan,2024,66392.0,1,
20260,"Duluth, MN-WI",Metropolitan,2019,46573.0,3,
20260,"Duluth, MN-WI",Metropolitan,2020,49336.0,3,
20260,"Duluth, MN-WI",Metropolitan,2021,54256.0,3,
20260,"Duluth, MN-WI",Metropolitan,2022,54807.0,3,
20260,"Duluth, MN-WI",Metropolitan,2023,57101.0,3,
20260,"Duluth, MN-WI",Metropolitan,2024,60008.0,3,
20300,"Dumas, TX",Micropolitan,2019,47123.0,1,
20300,"Dumas, TX",Micropolitan,2020,50293.0,1,
20300,"Dumas, TX",Micropolitan,2021,55564.0,1,
20300,"Dumas, TX",Micropolitan,2022,59543.0,1,
20300,"Dumas, TX",Micropolitan,2023,62160.0,1,
20300,"Dumas, TX",Micropolitan,2024,62001.0,1,
20340,"Duncan, OK",Micropolitan,2019,43654.0,1,
20340,"Duncan, OK",Micropolitan,2020,45352.0,1,
20340,"Duncan, OK",Micropolitan,2021,47486.0,1,
20340,"Duncan, OK",Micropolitan,2022,50475.0,1,
20340,"Duncan, OK",Micropolitan,2023,52914.0,1,
20340,"Duncan, OK",Micropolitan,2024,55200.0,1,
20420,"Durango, CO",Micropolitan,2019,58995.0,1,
20420,"Durango, CO",Micropolitan,2020,60705.0,1,
20420,"Durango, CO",Micropolitan,2021,65442.0,1,
20420,"Durango, CO",Micropolitan,2022,71921.0,1,
20420,"Durango, CO",Micropolitan,2023,77474.0,1,
20420,"Durango, CO",Micropolitan,2024,81031.0,1,
20460,"Durant, OK",Micropolitan,2019,37821.0,1,
20460,"Durant, OK",Micropolitan,2020,40392.0,1,
20460,"Durant, OK",Micropolitan,2021,44491.0,1,
20460,"Durant, OK",Micropolitan,2022,44056.0,1,
20460,"Durant, OK",Micropolitan,2023,46307.0,1,
20460,"Durant, OK",Micropolitan,2024,48009.0,1,
20500,"Durham-Chapel Hill, NC",Metropolitan,2019,56505.0,4,
20500,"Durham-Chapel Hill, NC",Metropolitan,2020,59978.0,4,
20500,"Durham-Chapel Hill, NC",Metropolitan,2021,64840.0,4,
20500,"Durham-Chapel Hill, NC",Metropolitan,2022,67511.0,4,
20500,"Durham-Chapel Hill, NC",Metropolitan,2023,71853.0,4,
20500,"Durham-Chapel Hill, NC",Metropolitan,2024,75679.0,4,
20540,"Dyersburg, TN",Micropolitan,2019,42038.0,1,
20540,"Dyersburg, TN",Micropolitan,2020,46438.0,1,
20540,"Dyersburg, TN",Micropolitan,2021,52203.0,1,
20540,"Dyersburg, TN",Micropolitan,2022,50839.0,1,
20540,"Dyersburg, TN",Micropolitan,2023,54517.0,1,
20540,"Dyersburg, TN",Micropolitan,2024,57057.0,1,
20580,"Eagle Pass, TX",Metropolitan,2019,32525.0,1,
20580,"Eagle Pass, TX",Metropolitan,2020,35421.0,1,
20580,"Eagle Pass, TX",Metropolitan,2021,38951.0,1,
20580,"Eagle Pass, TX",Metropolitan,2022,39166.0,1,
20580,"Eagle Pass, TX",Metropolitan,2023,40719.0,1,
20580,"Eagle Pass, TX",Metropolitan,2024,41075.0,1,
20660,"Easton, MD",Micropolitan,2019,74027.0,1,
20660,"Easton, MD",Micropolitan,2020,78523.0,1,
20660,"Easton, MD",Micropolitan,2021,85586.0,1,
20660,"Easton, MD",Micropolitan,2022,91345.0,1,
20660,"Easton, MD",Micropolitan,2023,97931.0,1,
20660,"Easton, MD",Micropolitan,2024,102548.0,1,
20700,"East Stroudsburg, PA",Micropolitan,2019,44973.0,1,
20700,"East Stroudsburg, PA",Micropolitan,2020,48517.0,1,
20700,"East Stroudsburg, PA",Micropolitan,2021,51769.0,1,
20700,"East Stroudsburg, PA",Micropolitan,2022,51772.0,1,
20700,"East Stroudsburg, PA",Micropolitan,2023,54145.0,1,
20700,"East Stroudsburg, PA",Micropolitan,2024,56584.0,1,
20740,"Eau Claire, WI",Metropolitan,2019,48125.0,2,
20740,"Eau Claire, WI",Metropolitan,2020,51157.0,2,
20740,"Eau Claire, WI",Metropolitan,2021,55704.0,2,
20740,"Eau Claire, WI",Metropolitan,2022,56805.0,2,
20740,"Eau Claire, WI",Metropolitan,2023,59189.0,2,
20740,"Eau Claire, WI",Metropolitan,2024,61656.0,2,
20780,"Edwards, CO",Micropolitan,2019,82532.0,1,
20780,"Edwards, CO",Micropolitan,2020,89022.0,1,
20780,"Edwards, CO",Micropolitan,2021,102843.0,1,
20780,"Edwards, CO",Micropolitan,2022,117417.0,1,
20780,"Edwards, CO",Micropolitan,2023,130343.0,1,
20780,"Edwards, CO",Micropolitan,2024,137706.0,1,
20820,"Effingham, IL",Micropolitan,2019,55283.0,2,
20820,"Effingham, IL",Micropolitan,2020,61563.0,2,
20820,"Effingham, IL",Micropolitan,2021,67403.0,2,
20820,"Effingham, IL",Micropolitan,2022,70983.0,2,
20820,"Effingham, IL",Micropolitan,2023,75882.0,2,
20820,"Effingham, IL",Micropolitan,2024,79686.0,2,
20900,"El Campo, TX",Micropolitan,2019,46520.0,1,
20900,"El Campo, TX",Micropolitan,2020,48557.0,1,
20900,"El Campo, TX",Micropolitan,2021,53325.0,1,
20900,"El Campo, TX",Micropolitan,2022,53293.0,1,
20900,"El Campo, TX",Micropolitan,2023,56877.0,1,
20900,"El Campo, TX",Micropolitan,2024,58445.0,1,
20940,"El Centro, CA",Metropolitan,2019,37662.0,1,
20940,"El Centro, CA",Metropolitan,2020,46450.0,1,
20940,"El Centro, CA",Metropolitan,2021,48581.0,1,
20940,"El Centro, CA",Metropolitan,2022,46422.0,1,
20940,"El Centro, CA",Metropolitan,2023,48248.0,1,
20940,"El Centro, CA",Metropolitan,2024,52117.0,1,
20980,"El Dorado, AR",Micropolitan,2019,44846.0,1,
20980,"El Dorado, AR",Micropolitan,2020,50477.0,1,
20980,"El Dorado, AR",Micropolitan,2021,52366.0,1,
20980,"El Dorado, AR",Micropolitan,2022,52406.0,1,
20980,"El Dorado, AR",Micropolitan,2023,55608.0,1,
20980,"El Dorado, AR",Micropolitan,2024,57817.0,1,
21020,"Elizabeth City, NC",Micropolitan,2019,39623.0,1,
21020,"Elizabeth City, NC",Micropolitan,2020,43196.0,1,
21020,"Elizabeth City, NC",Micropolitan,2021,47667.0,1,
21020,"Elizabeth City, NC",Micropolitan,2022,48221.0,1,
21020,"Elizabeth City, NC",Micropolitan,2023,51010.0,1,
21020,"Elizabeth City, NC",Micropolitan,2024,53928.0,1,
21060,"Elizabethtown, KY",Metropolitan,2019,43616.0,2,
21060,"Elizabethtown, KY",Metropolitan,2020,47068.0,2,
21060,"Elizabethtown, KY",Metropolitan,2021,51545.0,2,
21060,"Elizabethtown, KY",Metropolitan,2022,52161.0,2,
21060,"Elizabethtown, KY",Metropolitan,2023,54572.0,2,
21060,"Elizabethtown, KY",Metropolitan,2024,57202.0,2,
21120,"Elk City, OK",Micropolitan,2019,36958.0,1,
21120,"Elk City, OK",Micropolitan,2020,37306.0,1,
21120,"Elk City, OK",Micropolitan,2021,39118.0,1,
21120,"Elk City, OK",Micropolitan,2022,39175.0,1,
21120,"Elk City, OK",Micropolitan,2023,42560.0,1,
21120,"Elk City, OK",Micropolitan,2024,44069.0,1,
21140,"Elkhart-Goshen, IN",Metropolitan,2019,45616.0,1,
21140,"Elkhart-Goshen, IN",Metropolitan,2020,48715.0,1,
21140,"Elkhart-Goshen, IN",Metropolitan,2021,57102.0,1,
21140,"Elkhart-Goshen, IN",Metropolitan,2022,58363.0,1,
21140,"Elkhart-Goshen, IN",Metropolitan,2023,58040.0,1,
21140,"Elkhart-Goshen, IN",Metropolitan,2024,60348.0,1,
21180,"Elkins, WV",Micropolitan,2019,39143.0,1,
21180,"Elkins, WV",Micropolitan,2020,42292.0,1,
21180,"Elkins, WV",Micropolitan,2021,45565.0,1,
21180,"Elkins, WV",Micropolitan,2022,45933.0,1,
21180,"Elkins, WV",Micropolitan,2023,48692.0,1,
21180,"Elkins, WV",Micropolitan,2024,50300.0,1,
21220,"Elko, NV",Micropolitan,2019,47293.0,2,
21220,"Elko, NV",Micropolitan,2020,50250.0,2,
21220,"Elko, NV",Micropolitan,2021,53722.0,2,
21220,"Elko, NV",Micropolitan,2022,54238.0,2,
21220,"Elko, NV",Micropolitan,2023,56258.0,2,
21220,"Elko, NV",Micropolitan,2024,58712.0,2,
21260,"Ellensburg, WA",Micropolitan,2019,46610.0,1,
21260,"Ellensburg, WA",Micropolitan,2020,48499.0,1,
21260,"Ellensburg, WA",Micropolitan,2021,53920.0,1,
21260,"Ellensburg, WA",Micropolitan,2022,53545.0,1,
21260,"Ellensburg, WA",Micropolitan,2023,57006.0,1,
21260,"Ellensburg, WA",Micropolitan,2024,59577.0,1,
21300,"Elmira, NY",Metropolitan,2019,45198.0,1,
21300,"Elmira, NY",Metropolitan,2020,49271.0,1,
21300,"Elmira, NY",Metropolitan,2021,52024.0,1,
21300,"Elmira, NY",Metropolitan,2022,52263.0,1,
21300,"Elmira, NY",Metropolitan,2023,54020.0,1,
21300,"Elmira, NY",Metropolitan,2024,56156.0,1,
21340,"El Paso, TX",Metropolitan,2019,36893.0,2,
21340,"El Paso, TX",Metropolitan,2020,40025.0,2,
21340,"El Paso, TX",Metropolitan,2021,44309.0,2,
21340,"El Paso, TX",Metropolitan,2022,44718.0,2,
21340,"El Paso, TX",Metropolitan,2023,46897.0,2,
21340,"El Paso, TX",Metropolitan,2024,49273.0,2,
21380,"Emporia, KS",Micropolitan,2019,40636.0,2,
21380,"Emporia, KS",Micropolitan,2020,45214.0,2,
21380,"Emporia, KS",Micropolitan,2021,48248.0,2,
21380,"Emporia, KS",Micropolitan,2022,47995.0,2,
21380,"Emporia, KS",Micropolitan,2023,50881.0,2,
21380,"Emporia, KS",Micropolitan,2024,51528.0,2,
21420,"Enid, OK",Metropolitan,2019,43353.0,1,
21420,"Enid, OK",Metropolitan,2020,44286.0,1,
21420,"Enid, OK",Metropolitan,2021,48172.0,1,
21420,"Enid, OK",Metropolitan,2022,49429.0,1,
21420,"Enid, OK",Metropolitan,2023,51932.0,1,
21420,"Enid, OK",Metropolitan,2024,54091.0,1,
21460,"Enterprise, AL",Micropolitan,2019,42823.0,1,
21460,"Enterprise, AL",Micropolitan,2020,45175.0,1,
21460,"Enterprise, AL",Micropolitan,2021,50483.0,1,
21460,"Enterprise, AL",Micropolitan,2022,51873.0,1,
21460,"Enterprise, AL",Micropolitan,2023,53773.0,1,
21460,"Enterprise, AL",Micropolitan,2024,56824.0,1,
21500,"Erie, PA",Metropolitan,2019,45267.0,1,
21500,"Erie, PA",Metropolitan,2020,50044.0,1,
21500,"Erie, PA",Metropolitan,2021,52897.0,1,
21500,"Erie, PA",Metropolitan,2022,51347.0,1,
21500,"Erie, PA",Metropolitan,2023,54311.0,1,
21500,"Erie, PA",Metropolitan,2024,56568.0,1,
21540,"Escanaba, MI",Micropolitan,2019,39536.0,1,
21540,"Escanaba, MI",Micropolitan,2020,43623.0,1,
21540,"Escanaba, MI",Micropolitan,2021,46610.0,1,
21540,"Escanaba, MI",Micropolitan,2022,45539.0,1,
21540,"Escanaba, MI",Micropolitan,2023,47573.0,1,
21540,"Escanaba, MI",Micropolitan,2024,50325.0,1,
21580,"Española, NM",Micropolitan,2019,35006.0,1,
21580,"Española, NM",Micropolitan,2020,38698.0,1,
21580,"Española, NM",Micropolitan,2021,42748.0,1,
21580,"Española, NM",Micropolitan,2022,44677.0,1,
21580,"Española, NM",Micropolitan,2023,46221.0,1,
21580,"Española, NM",Micropolitan,2024,48455.0,1,
21640,"Eufaula, AL-GA",Micropolitan,2019,34521.0,2,
21640,"Eufaula, AL-GA",Micropolitan,2020,37325.0,2,
21640,"Eufaula, AL-GA",Micropolitan,2021,40850.0,2,
21640,"Eufaula, AL-GA",Micropolitan,2022,40827.0,2,
21640,"Eufaula, AL-GA",Micropolitan,2023,41813.0,2,
21640,"Eufaula, AL-GA",Micropolitan,2024,44636.0,2,
21660,"Eugene-Springfield, OR",Metropolitan,2019,46304.0,1,
21660,"Eugene-Springfield, OR",Metropolitan,2020,50600.0,1,
21660,"Eugene-Springfield, OR",Metropolitan,2021,56092.0,1,
21660,"Eugene-Springfield, OR",Metropolitan,2022,56937.0,1,
21660,"Eugene-Springfield, OR",Metropolitan,2023,61467.0,1,
21660,"Eugene-Springfield, OR",Metropolitan,2024,65010.0,1,
21700,"Eureka-Arcata, CA",Micropolitan,2019,45760.0,1,
21700,"Eureka-Arcata, CA",Micropolitan,2020,50138.0,1,
21700,"Eureka-Arcata, CA",Micropolitan,2021,54062.0,1,
21700,"Eureka-Arcata, CA",Micropolitan,2022,53864.0,1,
21700,"Eureka-Arcata, CA",Micropolitan,2023,56165.0,1,
21700,"Eureka-Arcata, CA",Micropolitan,2024,62031.0,1,
21740,"Evanston, WY-UT",Micropolitan,2019,40431.0,2,
21740,"Evanston, WY-UT",Micropolitan,2020,42242.0,2,
21740,"Evanston, WY-UT",Micropolitan,2021,44840.0,2,
21740,"Evanston, WY-UT",Micropolitan,2022,46562.0,2,
21740,"Evanston, WY-UT",Micropolitan,2023,49515.0,2,
21740,"Evanston, WY-UT",Micropolitan,2024,51514.0,2,
21780,"Evansville, IN",Metropolitan,2019,50365.0,3,
21780,"Evansville, IN",Metropolitan,2020,53789.0,3,
21780,"Evansville, IN",Metropolitan,2021,58723.0,3,
21780,"Evansville, IN",Metropolitan,2022,59721.0,3,
21780,"Evansville, IN",Metropolitan,2023,62823.0,3,
21780,"Evansville, IN",Metropolitan,2024,65825.0,3,
21820,"Fairbanks-College, AK",Metropolitan,2019,58345.0,1,
21820,"Fairbanks-College, AK",Metropolitan,2020,60400.0,1,
21820,"Fairbanks-College, AK",Metropolitan,2021,65312.0,1,
21820,"Fairbanks-College, AK",Metropolitan,2022,67708.0,1,
21820,"Fairbanks-College, AK",Metropolitan,2023,69914.0,1,
21820,"Fairbanks-College, AK",Metropolitan,2024,75191.0,1,
21860,"Fairmont, MN",Micropolitan,2019,50715.0,1,
21860,"Fairmont, MN",Micropolitan,2020,54395.0,1,
21860,"Fairmont, MN",Micropolitan,2021,61816.0,1,
21860,"Fairmont, MN",Micropolitan,2022,64456.0,1,
21860,"Fairmont, MN",Micropolitan,2023,61546.0,1,
21860,"Fairmont, MN",Micropolitan,2024,65079.0,1,
21900,"Fairmont, WV",Micropolitan,2019,42955.0,1,
21900,"Fairmont, WV",Micropolitan,2020,45520.0,1,
21900,"Fairmont, WV",Micropolitan,2021,48721.0,1,
21900,"Fairmont, WV",Micropolitan,2022,49953.0,1,
21900,"Fairmont, WV",Micropolitan,2023,51853.0,1,
21900,"Fairmont, WV",Micropolitan,2024,53855.0,1,
21980,"Fallon, NV",Micropolitan,2019,45507.0,1,
21980,"Fallon, NV",Micropolitan,2020,50064.0,1,
21980,"Fallon, NV",Micropolitan,2021,55326.0,1,
21980,"Fallon, NV",Micropolitan,2022,54307.0,1,
21980,"Fallon, NV",Micropolitan,2023,57105.0,1,
21980,"Fallon, NV",Micropolitan,2024,59901.0,1,
22020,"Fargo, ND-MN",Metropolitan,2019,53870.0,2,
22020,"Fargo, ND-MN",Metropolitan,2020,57590.0,2,
22020,"Fargo, ND-MN",Metropolitan,2021,63332.0,2,
22020,"Fargo, ND-MN",Metropolitan,2022,65193.0,2,
22020,"Fargo, ND-MN",Metropolitan,2023,67512.0,2,
22020,"Fargo, ND-MN",Metropolitan,2024,69475.0,2,
22060,"Faribault-Northfield, MN",Micropolitan,2019,44425.0,1,
22060,"Faribault-Northfield, MN",Micropolitan,2020,47639.0,1,
22060,"Faribault-Northfield, MN",Micropolitan,2021,53158.0,1,
22060,"Faribault-Northfield, MN",Micropolitan,2022,53519.0,1,
22060,"Faribault-Northfield, MN",Micropolitan,2023,55040.0,1,
22060,"Faribault-Northfield, MN",Micropolitan,2024,57160.0,1,
22100,"Farmington, MO",Micropolitan,2019,35044.0,1,
22100,"Farmington, MO",Micropolitan,2020,38187.0,1,
22100,"Farmington, MO",Micropolitan,2021,41478.0,1,
22100,"Farmington, MO",Micropolitan,2022,42482.0,1,
22100,"Farmington, MO",Micropolitan,2023,45638.0,1,
22100,"Farmington, MO",Micropolitan,2024,47116.0,1,
22140,"Farmington, NM",Metropolitan,2019,36619.0,1,
22140,"Farmington, NM",Metropolitan,2020,39000.0,1,
22140,"Farmington, NM",Metropolitan,2021,43035.0,1,
22140,"Farmington, NM",Metropolitan,2022,44167.0,1,
22140,"Farmington, NM",Metropolitan,2023,45906.0,1,
22140,"Farmington, NM",Metropolitan,2024,47931.0,1,
22180,"Fayetteville, NC",Metropolitan,2019,38536.0,2,
22180,"Fayetteville, NC",Metropolitan,2020,41745.0,2,
22180,"Fayetteville, NC",Metropolitan,2021,45283.0,2,
22180,"Fayetteville, NC",Metropolitan,2022,45628.0,2,
22180,"Fayetteville, NC",Metropolitan,2023,48262.0,2,
22180,"Fayetteville, NC",Metropolitan,2024,51501.0,2,
22190,"Fayetteville, TN",Micropolitan,2019,41434.0,1,
22190,"Fayetteville, TN",Micropolitan,2020,44683.0,1,
22190,"Fayetteville, TN",Micropolitan,2021,49483.0,1,
22190,"Fayetteville, TN",Micropolitan,2022,49332.0,1,
22190,"Fayetteville, TN",Micropolitan,2023,52938.0,1,
22190,"Fayetteville, TN",Micropolitan,2024,56519.0,1,
22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan,2019,62234.0,3,
22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan,2020,64524.0,3,
22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan,2021,78765.0,3,
22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan,2022,80278.0,3,
22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan,2023,85361.0,3,
22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan,2024,89546.0,3,
22260,"Fergus Falls, MN",Micropolitan,2019,46952.0,1,
22260,"Fergus Falls, MN",Micropolitan,2020,53161.0,1,
22260,"Fergus Falls, MN",Micropolitan,2021,56681.0,1,
22260,"Fergus Falls, MN",Micropolitan,2022,57931.0,1,
22260,"Fergus Falls, MN",Micropolitan,2023,59791.0,1,
22260,"Fergus Falls, MN",Micropolitan,2024,62053.0,1,
22300,"Findlay, OH",Micropolitan,2019,50945.0,1,
22300,"Findlay, OH",Micropolitan,2020,55623.0,1,
22300,"Findlay, OH",Micropolitan,2021,57128.0,1,
22300,"Findlay, OH",Micropolitan,2022,59487.0,1,
22300,"Findlay, OH",Micropolitan,2023,68107.0,1,
22300,"Findlay, OH",Micropolitan,2024,70136.0,1,
22340,"Fitzgerald, GA",Micropolitan,2019,31697.0,1,
22340,"Fitzgerald, GA",Micropolitan,2020,34897.0,1,
22340,"Fitzgerald, GA",Micropolitan,2021,39353.0,1,
22340,"Fitzgerald, GA",Micropolitan,2022,40325.0,1,
22340,"Fitzgerald, GA",Micropolitan,2023,42262.0,1,
22340,"Fitzgerald, GA",Micropolitan,2024,45012.0,1,
22380,"Flagstaff, AZ",Metropolitan,2019,48976.0,1,
22380,"Flagstaff, AZ",Metropolitan,2020,52892.0,1,
22380,"Flagstaff, AZ",Metropolitan,2021,58357.0,1,
22380,"Flagstaff, AZ",Metropolitan,2022,58530.0,1,
22380,"Flagstaff, AZ",Metropolitan,2023,61736.0,1,
22380,"Flagstaff, AZ",Metropolitan,2024,63794.0,1,
22420,"Flint, MI",Metropolitan,2019,41652.0,1,
22420,"Flint, MI",Metropolitan,2020,45435.0,1,
22420,"Flint, MI",Metropolitan,2021,48440.0,1,
22420,"Flint, MI",Metropolitan,2022,48709.0,1,
22420,"Flint, MI",Metropolitan,2023,52844.0,1,
22420,"Flint, MI",Metropolitan,2024,53595.0,1,
22500,"Florence, SC",Metropolitan,2019,43125.0,2,
22500,"Florence, SC",Metropolitan,2020,45704.0,2,
22500,"Florence, SC",Metropolitan,2021,50286.0,2,
22500,"Florence, SC",Metropolitan,2022,50987.0,2,
22500,"Florence, SC",Metropolitan,2023,53642.0,2,
22500,"Florence, SC",Metropolitan,2024,56341.0,2,
22520,"Florence-Muscle Shoals, AL",Metropolitan,2019,38047.0,2,
22520,"Florence-Muscle Shoals, AL",Metropolitan,2020,41435.0,2,
22520,"Florence-Muscle Shoals, AL",Metropolitan,2021,44702.0,2,
22520,"Florence-Muscle Shoals, AL",Metropolitan,2022,44836.0,2,
22520,"Florence-Muscle Shoals, AL",Metropolitan,2023,47102.0,2,
22520,"Florence-Muscle Shoals, AL",Metropolitan,2024,49286.0,2,
22540,"Fond du Lac, WI",Metropolitan,2019,49524.0,1,
22540,"Fond du Lac, WI",Metropolitan,2020,52521.0,1,
22540,"Fond du Lac, WI",Metropolitan,2021,56974.0,1,
22540,"Fond du Lac, WI",Metropolitan,2022,58165.0,1,
22540,"Fond du Lac, WI",Metropolitan,2023,60227.0,1,
22540,"Fond du Lac, WI",Metropolitan,2024,62319.0,1,
22580,"Forest City, NC",Micropolitan,2019,35440.0,1,
22580,"Forest City, NC",Micropolitan,2020,38461.0,1,
22580,"Forest City, NC",Micropolitan,2021,42340.0,1,
22580,"Forest City, NC",Micropolitan,2022,42719.0,1,
22580,"Forest City, NC",Micropolitan,2023,44467.0,1,
22580,"Forest City, NC",Micropolitan,2024,47500.0,1,
22620,"Forrest City, AR",Micropolitan,2019,30337.0,1,
22620,"Forrest City, AR",Micropolitan,2020,33384.0,1,
22620,"Forrest City, AR",Micropolitan,2021,36880.0,1,
22620,"Forrest City, AR",Micropolitan,2022,36191.0,1,
22620,"Forrest City, AR",Micropolitan,2023,37393.0,1,
22620,"Forrest City, AR",Micropolitan,2024,38259.0,1,
22660,"Fort Collins-Loveland, CO",Metropolitan,2019,56225.0,1,
22660,"Fort Collins-Loveland, CO",Metropolitan,2020,59515.0,1,
22660,"Fort Collins-Loveland, CO",Metropolitan,2021,65120.0,1,
22660,"Fort Collins-Loveland, CO",Metropolitan,2022,67835.0,1,
22660,"Fort Collins-Loveland, CO",Metropolitan,2023,71264.0,1,
22660,"Fort Collins-Loveland, CO",Metropolitan,2024,73894.0,1,
22700,"Fort Dodge, IA",Micropolitan,2019,45052.0,1,
22700,"Fort Dodge, IA",Micropolitan,2020,46881.0,1,
22700,"Fort Dodge, IA",Micropolitan,2021,51446.0,1,
22700,"Fort Dodge, IA",Micropolitan,2022,53540.0,1,
22700,"Fort Dodge, IA",Micropolitan,2023,54064.0,1,
22700,"Fort Dodge, IA",Micropolitan,2024,55465.0,1,
22780,"Fort Leonard Wood, MO",Micropolitan,2019,41021.0,1,
22780,"Fort Leonard Wood, MO",Micropolitan,2020,43889.0,1,
22780,"Fort Leonard Wood, MO",Micropolitan,2021,45379.0,1,
22780,"Fort Leonard Wood, MO",Micropolitan,2022,44520.0,1,
22780,"Fort Leonard Wood, MO",Micropolitan,2023,47787.0,1,
22780,"Fort Leonard Wood, MO",Micropolitan,2024,50340.0,1,
22800,"Fort Madison, IA",Micropolitan,2019,41898.0,1,
22800,"Fort Madison, IA",Micropolitan,2020,46383.0,1,
22800,"Fort Madison, IA",Micropolitan,2021,49449.0,1,
22800,"Fort Madison, IA",Micropolitan,2022,50596.0,1,
22800,"Fort Madison, IA",Micropolitan,2023,52188.0,1,
22800,"Fort Madison, IA",Micropolitan,2024,55286.0,1,
22820,"Fort Morgan, CO",Micropolitan,2019,44458.0,1,
22820,"Fort Morgan, CO",Micropolitan,2020,47035.0,1,
