geofips,geoname,metro_micro,year,per_capita_personal_income_usd,n_units,note
16700,"Charleston-North Charleston, SC",Metropolitan,2022,64972.0,3,
16700,"Charleston-North Charleston, SC",Metropolitan,2023,69842.0,3,
16700,"Charleston-North Charleston, SC",Metropolitan,2024,73578.0,3,
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,2019,54534.0,11,
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,2020,58187.0,11,
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,2021,63614.0,11,
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,2022,66395.0,11,
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,2023,69838.0,11,
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan,2024,73143.0,11,
16820,"Charlottesville, VA",Metropolitan,2019,67653.0,4,
16820,"Charlottesville, VA",Metropolitan,2020,68616.0,4,
16820,"Charlottesville, VA",Metropolitan,2021,79116.0,4,
16820,"Charlottesville, VA",Metropolitan,2022,84181.0,4,
16820,"Charlottesville, VA",Metropolitan,2023,91915.0,4,
16820,"Charlottesville, VA",Metropolitan,2024,96479.0,4,
16860,"Chattanooga, TN-GA",Metropolitan,2019,47669.0,6,
16860,"Chattanooga, TN-GA",Metropolitan,2020,50269.0,6,
16860,"Chattanooga, TN-GA",Metropolitan,2021,53933.0,6,
16860,"Chattanooga, TN-GA",Metropolitan,2022,55984.0,6,
16860,"Chattanooga, TN-GA",Metropolitan,2023,59516.0,6,
16860,"Chattanooga, TN-GA",Metropolitan,2024,62021.0,6,
16940,"Cheyenne, WY",Metropolitan,2019,52555.0,1,
16940,"Cheyenne, WY",Metropolitan,2020,55451.0,1,
16940,"Cheyenne, WY",Metropolitan,2021,60203.0,1,
16940,"Cheyenne, WY",Metropolitan,2022,61146.0,1,
16940,"Cheyenne, WY",Metropolitan,2023,63445.0,1,
16940,"Cheyenne, WY",Metropolitan,2024,66012.0,1,
16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,2019,62470.0,13,
16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,2020,66118.0,13,
16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,2021,71738.0,13,
16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,2022,72959.0,13,
16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,2023,77031.0,13,
16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan,2024,79997.0,13,
17020,"Chico, CA",Metropolitan,2019,45912.0,1,
17020,"Chico, CA",Metropolitan,2020,51342.0,1,
17020,"Chico, CA",Metropolitan,2021,56051.0,1,
17020,"Chico, CA",Metropolitan,2022,54273.0,1,
17020,"Chico, CA",Metropolitan,2023,57045.0,1,
17020,"Chico, CA",Metropolitan,2024,61191.0,1,
17060,"Chillicothe, OH",Micropolitan,2019,38440.0,1,
17060,"Chillicothe, OH",Micropolitan,2020,42145.0,1,
17060,"Chillicothe, OH",Micropolitan,2021,45532.0,1,
17060,"Chillicothe, OH",Micropolitan,2022,45196.0,1,
17060,"Chillicothe, OH",Micropolitan,2023,46952.0,1,
17060,"Chillicothe, OH",Micropolitan,2024,48854.0,1,
17140,"Cincinnati, OH-KY-IN",Metropolitan,2019,55332.0,15,
17140,"Cincinnati, OH-KY-IN",Metropolitan,2020,58797.0,15,
17140,"Cincinnati, OH-KY-IN",Metropolitan,2021,64307.0,15,
17140,"Cincinnati, OH-KY-IN",Metropolitan,2022,65115.0,15,
17140,"Cincinnati, OH-KY-IN",Metropolitan,2023,68647.0,15,
17140,"Cincinnati, OH-KY-IN",Metropolitan,2024,71492.0,15,
17220,"Clarksburg, WV",Micropolitan,2019,48014.0,3,
17220,"Clarksburg, WV",Micropolitan,2020,49493.0,3,
17220,"Clarksburg, WV",Micropolitan,2021,53964.0,3,
17220,"Clarksburg, WV",Micropolitan,2022,56250.0,3,
17220,"Clarksburg, WV",Micropolitan,2023,59522.0,3,
17220,"Clarksburg, WV",Micropolitan,2024,61692.0,3,
17260,"Clarksdale, MS",Micropolitan,2019,37030.0,1,
17260,"Clarksdale, MS",Micropolitan,2020,41212.0,1,
17260,"Clarksdale, MS",Micropolitan,2021,46377.0,1,
17260,"Clarksdale, MS",Micropolitan,2022,44761.0,1,
17260,"Clarksdale, MS",Micropolitan,2023,48095.0,1,
17260,"Clarksdale, MS",Micropolitan,2024,49673.0,1,
17300,"Clarksville, TN-KY",Metropolitan,2019,41100.0,4,
17300,"Clarksville, TN-KY",Metropolitan,2020,44615.0,4,
17300,"Clarksville, TN-KY",Metropolitan,2021,48566.0,4,
17300,"Clarksville, TN-KY",Metropolitan,2022,48793.0,4,
17300,"Clarksville, TN-KY",Metropolitan,2023,50992.0,4,
17300,"Clarksville, TN-KY",Metropolitan,2024,53194.0,4,
17340,"Clearlake, CA",Micropolitan,2019,40193.0,1,
17340,"Clearlake, CA",Micropolitan,2020,43965.0,1,
17340,"Clearlake, CA",Micropolitan,2021,46985.0,1,
17340,"Clearlake, CA",Micropolitan,2022,45772.0,1,
17340,"Clearlake, CA",Micropolitan,2023,48323.0,1,
17340,"Clearlake, CA",Micropolitan,2024,52606.0,1,
17380,"Cleveland, MS",Micropolitan,2019,37310.0,1,
17380,"Cleveland, MS",Micropolitan,2020,41867.0,1,
17380,"Cleveland, MS",Micropolitan,2021,48591.0,1,
17380,"Cleveland, MS",Micropolitan,2022,47065.0,1,
17380,"Cleveland, MS",Micropolitan,2023,51558.0,1,
17380,"Cleveland, MS",Micropolitan,2024,51666.0,1,
17410,"Cleveland, OH",Metropolitan,2019,53408.0,6,
17410,"Cleveland, OH",Metropolitan,2020,56323.0,6,
17410,"Cleveland, OH",Metropolitan,2021,61528.0,6,
17410,"Cleveland, OH",Metropolitan,2022,62895.0,6,
17410,"Cleveland, OH",Metropolitan,2023,67376.0,6,
17410,"Cleveland, OH",Metropolitan,2024,70558.0,6,
17420,"Cleveland, TN",Metropolitan,2019,39136.0,2,
17420,"Cleveland, TN",Metropolitan,2020,42094.0,2,
17420,"Cleveland, TN",Metropolitan,2021,45863.0,2,
17420,"Cleveland, TN",Metropolitan,2022,47117.0,2,
17420,"Cleveland, TN",Metropolitan,2023,49478.0,2,
17420,"Cleveland, TN",Metropolitan,2024,51903.0,2,
17500,"Clewiston, FL",Micropolitan,2019,33243.0,2,
17500,"Clewiston, FL",Micropolitan,2020,36439.0,2,
17500,"Clewiston, FL",Micropolitan,2021,38915.0,2,
17500,"Clewiston, FL",Micropolitan,2022,37836.0,2,
17500,"Clewiston, FL",Micropolitan,2023,39135.0,2,
17500,"Clewiston, FL",Micropolitan,2024,40505.0,2,
17540,"Clinton, IA",Micropolitan,2019,44915.0,1,
17540,"Clinton, IA",Micropolitan,2020,47592.0,1,
17540,"Clinton, IA",Micropolitan,2021,51724.0,1,
17540,"Clinton, IA",Micropolitan,2022,52408.0,1,
17540,"Clinton, IA",Micropolitan,2023,53543.0,1,
17540,"Clinton, IA",Micropolitan,2024,55587.0,1,
17580,"Clovis, NM",Micropolitan,2019,43046.0,2,
17580,"Clovis, NM",Micropolitan,2020,47044.0,2,
17580,"Clovis, NM",Micropolitan,2021,50075.0,2,
17580,"Clovis, NM",Micropolitan,2022,55614.0,2,
17580,"Clovis, NM",Micropolitan,2023,54908.0,2,
17580,"Clovis, NM",Micropolitan,2024,57712.0,2,
17650,"Cody, WY",Micropolitan,2019,59578.0,1,
17650,"Cody, WY",Micropolitan,2020,61127.0,1,
17650,"Cody, WY",Micropolitan,2021,68736.0,1,
17650,"Cody, WY",Micropolitan,2022,73121.0,1,
17650,"Cody, WY",Micropolitan,2023,78394.0,1,
17650,"Cody, WY",Micropolitan,2024,80914.0,1,
17660,"Coeur d'Alene, ID",Metropolitan,2019,47798.0,1,
17660,"Coeur d'Alene, ID",Metropolitan,2020,51576.0,1,
17660,"Coeur d'Alene, ID",Metropolitan,2021,58898.0,1,
17660,"Coeur d'Alene, ID",Metropolitan,2022,59860.0,1,
17660,"Coeur d'Alene, ID",Metropolitan,2023,63800.0,1,
17660,"Coeur d'Alene, ID",Metropolitan,2024,66815.0,1,
17740,"Coldwater, MI",Micropolitan,2019,36033.0,1,
17740,"Coldwater, MI",Micropolitan,2020,40200.0,1,
17740,"Coldwater, MI",Micropolitan,2021,43347.0,1,
17740,"Coldwater, MI",Micropolitan,2022,43743.0,1,
17740,"Coldwater, MI",Micropolitan,2023,44934.0,1,
17740,"Coldwater, MI",Micropolitan,2024,47018.0,1,
17780,"College Station-Bryan, TX",Metropolitan,2019,41695.0,3,
17780,"College Station-Bryan, TX",Metropolitan,2020,44059.0,3,
17780,"College Station-Bryan, TX",Metropolitan,2021,49045.0,3,
17780,"College Station-Bryan, TX",Metropolitan,2022,49379.0,3,
17780,"College Station-Bryan, TX",Metropolitan,2023,51650.0,3,
17780,"College Station-Bryan, TX",Metropolitan,2024,54070.0,3,
17820,"Colorado Springs, CO",Metropolitan,2019,50605.0,2,
17820,"Colorado Springs, CO",Metropolitan,2020,54398.0,2,
17820,"Colorado Springs, CO",Metropolitan,2021,59655.0,2,
17820,"Colorado Springs, CO",Metropolitan,2022,61769.0,2,
17820,"Colorado Springs, CO",Metropolitan,2023,65660.0,2,
17820,"Colorado Springs, CO",Metropolitan,2024,68989.0,2,
17860,"Columbia, MO",Metropolitan,2019,47505.0,3,
17860,"Columbia, MO",Metropolitan,2020,50095.0,3,
17860,"Columbia, MO",Metropolitan,2021,54055.0,3,
17860,"Columbia, MO",Metropolitan,2022,55467.0,3,
17860,"Columbia, MO",Metropolitan,2023,58490.0,3,
17860,"Columbia, MO",Metropolitan,2024,61259.0,3,
17900,"Columbia, SC",Metropolitan,2019,46720.0,6,
17900,"Columbia, SC",Metropolitan,2020,49467.0,6,
17900,"Columbia, SC",Metropolitan,2021,54163.0,6,
17900,"Columbia, SC",Metropolitan,2022,54781.0,6,
17900,"Columbia, SC",Metropolitan,2023,57959.0,6,
17900,"Columbia, SC",Metropolitan,2024,61458.0,6,
17980,"Columbus, GA-AL",Metropolitan,2019,39994.0,7,
17980,"Columbus, GA-AL",Metropolitan,2020,42910.0,7,
17980,"Columbus, GA-AL",Metropolitan,2021,46863.0,7,
17980,"Columbus, GA-AL",Metropolitan,2022,47675.0,7,
17980,"Columbus, GA-AL",Metropolitan,2023,50575.0,7,
17980,"Columbus, GA-AL",Metropolitan,2024,53312.0,7,
18020,"Columbus, IN",Metropolitan,2019,54331.0,1,
18020,"Columbus, IN",Metropolitan,2020,57448.0,1,
18020,"Columbus, IN",Metropolitan,2021,60551.0,1,
18020,"Columbus, IN",Metropolitan,2022,62368.0,1,
18020,"Columbus, IN",Metropolitan,2023,66993.0,1,
18020,"Columbus, IN",Metropolitan,2024,70262.0,1,
18060,"Columbus, MS",Micropolitan,2019,39340.0,2,
18060,"Columbus, MS",Micropolitan,2020,42640.0,2,
18060,"Columbus, MS",Micropolitan,2021,47676.0,2,
18060,"Columbus, MS",Micropolitan,2022,47576.0,2,
18060,"Columbus, MS",Micropolitan,2023,50368.0,2,
18060,"Columbus, MS",Micropolitan,2024,53196.0,2,
18100,"Columbus, NE",Micropolitan,2019,47267.0,2,
18100,"Columbus, NE",Micropolitan,2020,50952.0,2,
18100,"Columbus, NE",Micropolitan,2021,58009.0,2,
18100,"Columbus, NE",Micropolitan,2022,57325.0,2,
18100,"Columbus, NE",Micropolitan,2023,61047.0,2,
18100,"Columbus, NE",Micropolitan,2024,60471.0,2,
18140,"Columbus, OH",Metropolitan,2019,52024.0,10,
18140,"Columbus, OH",Metropolitan,2020,55781.0,10,
18140,"Columbus, OH",Metropolitan,2021,61058.0,10,
18140,"Columbus, OH",Metropolitan,2022,62141.0,10,
18140,"Columbus, OH",Metropolitan,2023,65206.0,10,
18140,"Columbus, OH",Metropolitan,2024,68096.0,10,
18180,"Concord, NH",Micropolitan,2019,59617.0,1,
18180,"Concord, NH",Micropolitan,2020,63598.0,1,
18180,"Concord, NH",Micropolitan,2021,67164.0,1,
18180,"Concord, NH",Micropolitan,2022,70176.0,1,
18180,"Concord, NH",Micropolitan,2023,74339.0,1,
18180,"Concord, NH",Micropolitan,2024,78153.0,1,
18220,"Connersville, IN",Micropolitan,2019,40296.0,1,
18220,"Connersville, IN",Micropolitan,2020,44154.0,1,
18220,"Connersville, IN",Micropolitan,2021,47719.0,1,
18220,"Connersville, IN",Micropolitan,2022,47731.0,1,
18220,"Connersville, IN",Micropolitan,2023,50357.0,1,
18220,"Connersville, IN",Micropolitan,2024,51950.0,1,
18260,"Cookeville, TN",Micropolitan,2019,38468.0,4,
18260,"Cookeville, TN",Micropolitan,2020,41270.0,4,
18260,"Cookeville, TN",Micropolitan,2021,45205.0,4,
18260,"Cookeville, TN",Micropolitan,2022,45033.0,4,
18260,"Cookeville, TN",Micropolitan,2023,47842.0,4,
18260,"Cookeville, TN",Micropolitan,2024,50239.0,4,
18300,"Coos Bay-North Bend, OR",Micropolitan,2019,45969.0,1,
18300,"Coos Bay-North Bend, OR",Micropolitan,2020,50839.0,1,
18300,"Coos Bay-North Bend, OR",Micropolitan,2021,54871.0,1,
18300,"Coos Bay-North Bend, OR",Micropolitan,2022,55016.0,1,
18300,"Coos Bay-North Bend, OR",Micropolitan,2023,58852.0,1,
18300,"Coos Bay-North Bend, OR",Micropolitan,2024,62682.0,1,
18340,"Corbin, KY",Micropolitan,2019,32668.0,4,
18340,"Corbin, KY",Micropolitan,2020,36997.0,4,
18340,"Corbin, KY",Micropolitan,2021,40983.0,4,
18340,"Corbin, KY",Micropolitan,2022,39947.0,4,
18340,"Corbin, KY",Micropolitan,2023,42121.0,4,
18340,"Corbin, KY",Micropolitan,2024,44678.0,4,
18380,"Cordele, GA",Micropolitan,2019,37185.0,1,
18380,"Cordele, GA",Micropolitan,2020,41989.0,1,
18380,"Cordele, GA",Micropolitan,2021,46336.0,1,
18380,"Cordele, GA",Micropolitan,2022,46317.0,1,
18380,"Cordele, GA",Micropolitan,2023,48969.0,1,
18380,"Cordele, GA",Micropolitan,2024,50481.0,1,
18420,"Corinth, MS",Micropolitan,2019,38560.0,1,
18420,"Corinth, MS",Micropolitan,2020,41719.0,1,
18420,"Corinth, MS",Micropolitan,2021,44759.0,1,
18420,"Corinth, MS",Micropolitan,2022,44836.0,1,
18420,"Corinth, MS",Micropolitan,2023,47928.0,1,
18420,"Corinth, MS",Micropolitan,2024,48741.0,1,
18460,"Cornelia, GA",Micropolitan,2019,34865.0,1,
18460,"Cornelia, GA",Micropolitan,2020,36987.0,1,
18460,"Cornelia, GA",Micropolitan,2021,39454.0,1,
18460,"Cornelia, GA",Micropolitan,2022,40453.0,1,
18460,"Cornelia, GA",Micropolitan,2023,41188.0,1,
18460,"Cornelia, GA",Micropolitan,2024,43929.0,1,
18500,"Corning, NY",Micropolitan,2019,47075.0,1,
18500,"Corning, NY",Micropolitan,2020,51341.0,1,
18500,"Corning, NY",Micropolitan,2021,54505.0,1,
18500,"Corning, NY",Micropolitan,2022,55066.0,1,
18500,"Corning, NY",Micropolitan,2023,56769.0,1,
18500,"Corning, NY",Micropolitan,2024,59218.0,1,
18580,"Corpus Christi, TX",Metropolitan,2019,47038.0,3,
18580,"Corpus Christi, TX",Metropolitan,2020,48572.0,3,
18580,"Corpus Christi, TX",Metropolitan,2021,53660.0,3,
18580,"Corpus Christi, TX",Metropolitan,2022,54403.0,3,
18580,"Corpus Christi, TX",Metropolitan,2023,56116.0,3,
18580,"Corpus Christi, TX",Metropolitan,2024,58257.0,3,
18620,"Corsicana, TX",Micropolitan,2019,39091.0,1,
18620,"Corsicana, TX",Micropolitan,2020,41450.0,1,
18620,"Corsicana, TX",Micropolitan,2021,45203.0,1,
18620,"Corsicana, TX",Micropolitan,2022,45504.0,1,
18620,"Corsicana, TX",Micropolitan,2023,47743.0,1,
18620,"Corsicana, TX",Micropolitan,2024,48906.0,1,
18660,"Cortland, NY",Micropolitan,2019,41276.0,1,
18660,"Cortland, NY",Micropolitan,2020,46044.0,1,
18660,"Cortland, NY",Micropolitan,2021,48593.0,1,
18660,"Cortland, NY",Micropolitan,2022,48989.0,1,
18660,"Cortland, NY",Micropolitan,2023,50540.0,1,
18660,"Cortland, NY",Micropolitan,2024,52477.0,1,
18700,"Corvallis, OR",Metropolitan,2019,46732.0,1,
18700,"Corvallis, OR",Metropolitan,2020,50763.0,1,
18700,"Corvallis, OR",Metropolitan,2021,57530.0,1,
18700,"Corvallis, OR",Metropolitan,2022,56103.0,1,
18700,"Corvallis, OR",Metropolitan,2023,59434.0,1,
18700,"Corvallis, OR",Metropolitan,2024,62473.0,1,
18740,"Coshocton, OH",Micropolitan,2019,35676.0,1,
18740,"Coshocton, OH",Micropolitan,2020,39353.0,1,
18740,"Coshocton, OH",Micropolitan,2021,43090.0,1,
18740,"Coshocton, OH",Micropolitan,2022,42488.0,1,
18740,"Coshocton, OH",Micropolitan,2023,45018.0,1,
18740,"Coshocton, OH",Micropolitan,2024,46704.0,1,
18820,"Crawfordsville, IN",Micropolitan,2019,40742.0,1,
18820,"Crawfordsville, IN",Micropolitan,2020,44577.0,1,
18820,"Crawfordsville, IN",Micropolitan,2021,49481.0,1,
18820,"Crawfordsville, IN",Micropolitan,2022,50145.0,1,
18820,"Crawfordsville, IN",Micropolitan,2023,51979.0,1,
18820,"Crawfordsville, IN",Micropolitan,2024,53534.0,1,
18860,"Crescent City, CA",Micropolitan,2019,36526.0,1,
18860,"Crescent City, CA",Micropolitan,2020,41464.0,1,
18860,"Crescent City, CA",Micropolitan,2021,44670.0,1,
18860,"Crescent City, CA",Micropolitan,2022,44956.0,1,
18860,"Crescent City, CA",Micropolitan,2023,46919.0,1,
18860,"Crescent City, CA",Micropolitan,2024,50144.0,1,
18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan,2019,55955.0,2,
18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan,2020,58949.0,2,
18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan,2021,65960.0,2,
18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan,2022,67354.0,2,
18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan,2023,71266.0,2,
18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan,2024,74424.0,2,
18900,"Crossville, TN",Micropolitan,2019,38695.0,1,
18900,"Crossville, TN",Micropolitan,2020,41422.0,1,
18900,"Crossville, TN",Micropolitan,2021,45003.0,1,
18900,"Crossville, TN",Micropolitan,2022,45442.0,1,
18900,"Crossville, TN",Micropolitan,2023,49751.0,1,
18900,"Crossville, TN",Micropolitan,2024,52483.0,1,
18980,"Cullman, AL",Micropolitan,2019,39863.0,1,
18980,"Cullman, AL",Micropolitan,2020,41514.0,1,
18980,"Cullman, AL",Micropolitan,2021,47001.0,1,
18980,"Cullman, AL",Micropolitan,2022,49786.0,1,
18980,"Cullman, AL",Micropolitan,2023,50945.0,1,
18980,"Cullman, AL",Micropolitan,2024,53577.0,1,
19060,"Cumberland, MD-WV",Micropolitan,2019,41916.0,2,
19060,"Cumberland, MD-WV",Micropolitan,2020,45540.0,2,
19060,"Cumberland, MD-WV",Micropolitan,2021,48334.0,2,
19060,"Cumberland, MD-WV",Micropolitan,2022,47109.0,2,
19060,"Cumberland, MD-WV",Micropolitan,2023,49523.0,2,
19060,"Cumberland, MD-WV",Micropolitan,2024,52850.0,2,
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan,2019,59432.0,11,
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan,2020,61419.0,11,
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan,2021,67886.0,11,
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan,2022,71624.0,11,
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan,2023,75393.0,11,
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan,2024,77801.0,11,
19140,"Dalton, GA",Metropolitan,2019,37689.0,2,
19140,"Dalton, GA",Metropolitan,2020,40387.0,2,
19140,"Dalton, GA",Metropolitan,2021,44346.0,2,
19140,"Dalton, GA",Metropolitan,2022,43921.0,2,
19140,"Dalton, GA",Metropolitan,2023,45173.0,2,
19140,"Dalton, GA",Metropolitan,2024,47297.0,2,
19180,"Danville, IL",Micropolitan,2019,39800.0,1,
19180,"Danville, IL",Micropolitan,2020,44386.0,1,
19180,"Danville, IL",Micropolitan,2021,49300.0,1,
19180,"Danville, IL",Micropolitan,2022,49528.0,1,
19180,"Danville, IL",Micropolitan,2023,51600.0,1,
19180,"Danville, IL",Micropolitan,2024,52819.0,1,
19220,"Danville, KY",Micropolitan,2019,36770.0,2,
19220,"Danville, KY",Micropolitan,2020,40051.0,2,
19220,"Danville, KY",Micropolitan,2021,43342.0,2,
19220,"Danville, KY",Micropolitan,2022,44207.0,2,
19220,"Danville, KY",Micropolitan,2023,46211.0,2,
19220,"Danville, KY",Micropolitan,2024,48213.0,2,
19260,"Danville, VA",Micropolitan,2019,37218.0,1,
19260,"Danville, VA",Micropolitan,2020,40631.0,1,
19260,"Danville, VA",Micropolitan,2021,44227.0,1,
19260,"Danville, VA",Micropolitan,2022,45618.0,1,
19260,"Danville, VA",Micropolitan,2023,48453.0,1,
19260,"Danville, VA",Micropolitan,2024,50485.0,1,
19300,"Daphne-Fairhope-Foley, AL",Metropolitan,2019,47921.0,1,
19300,"Daphne-Fairhope-Foley, AL",Metropolitan,2020,50935.0,1,
19300,"Daphne-Fairhope-Foley, AL",Metropolitan,2021,56504.0,1,
19300,"Daphne-Fairhope-Foley, AL",Metropolitan,2022,57721.0,1,
19300,"Daphne-Fairhope-Foley, AL",Metropolitan,2023,61354.0,1,
19300,"Daphne-Fairhope-Foley, AL",Metropolitan,2024,63905.0,1,
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan,2019,48428.0,4,
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan,2020,51890.0,4,
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan,2021,56067.0,4,
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan,2022,57077.0,4,
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan,2023,59907.0,4,
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan,2024,62437.0,4,
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan,2019,48387.0,3,
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan,2020,52182.0,3,
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan,2021,56168.0,3,
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan,2022,56465.0,3,
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan,2023,59781.0,3,
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan,2024,62359.0,3,
19460,"Decatur, AL",Metropolitan,2019,39415.0,2,
19460,"Decatur, AL",Metropolitan,2020,42069.0,2,
19460,"Decatur, AL",Metropolitan,2021,45753.0,2,
19460,"Decatur, AL",Metropolitan,2022,46816.0,2,
19460,"Decatur, AL",Metropolitan,2023,48766.0,2,
19460,"Decatur, AL",Metropolitan,2024,51240.0,2,
19500,"Decatur, IL",Metropolitan,2019,47288.0,1,
19500,"Decatur, IL",Metropolitan,2020,51670.0,1,
19500,"Decatur, IL",Metropolitan,2021,56207.0,1,
19500,"Decatur, IL",Metropolitan,2022,57306.0,1,
19500,"Decatur, IL",Metropolitan,2023,59988.0,1,
19500,"Decatur, IL",Metropolitan,2024,61375.0,1,
19540,"Decatur, IN",Micropolitan,2019,39764.0,1,
19540,"Decatur, IN",Micropolitan,2020,42645.0,1,
19540,"Decatur, IN",Micropolitan,2021,47595.0,1,
19540,"Decatur, IN",Micropolitan,2022,49725.0,1,
19540,"Decatur, IN",Micropolitan,2023,51122.0,1,
19540,"Decatur, IN",Micropolitan,2024,53240.0,1,
19580,"Defiance, OH",Micropolitan,2019,41239.0,1,
19580,"Defiance, OH",Micropolitan,2020,44275.0,1,
19580,"Defiance, OH",Micropolitan,2021,48246.0,1,
19580,"Defiance, OH",Micropolitan,2022,48038.0,1,
19580,"Defiance, OH",Micropolitan,2023,49778.0,1,
19580,"Defiance, OH",Micropolitan,2024,51182.0,1,
19620,"Del Rio, TX",Micropolitan,2019,39619.0,1,
19620,"Del Rio, TX",Micropolitan,2020,42553.0,1,
19620,"Del Rio, TX",Micropolitan,2021,47328.0,1,
19620,"Del Rio, TX",Micropolitan,2022,48184.0,1,
19620,"Del Rio, TX",Micropolitan,2023,49929.0,1,
19620,"Del Rio, TX",Micropolitan,2024,52067.0,1,
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan,2019,46639.0,2,
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan,2020,48349.0,2,
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan,2021,53131.0,2,
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan,2022,54301.0,2,
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan,2023,57970.0,2,
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan,2024,60638.0,2,
19700,"Deming, NM",Micropolitan,2019,31285.0,1,
19700,"Deming, NM",Micropolitan,2020,35667.0,1,
19700,"Deming, NM",Micropolitan,2021,39107.0,1,
19700,"Deming, NM",Micropolitan,2022,38312.0,1,
19700,"Deming, NM",Micropolitan,2023,39928.0,1,
19700,"Deming, NM",Micropolitan,2024,40780.0,1,
19740,"Denver-Aurora-Centennial, CO",Metropolitan,2019,67590.0,10,
19740,"Denver-Aurora-Centennial, CO",Metropolitan,2020,71295.0,10,
19740,"Denver-Aurora-Centennial, CO",Metropolitan,2021,79690.0,10,
19740,"Denver-Aurora-Centennial, CO",Metropolitan,2022,86187.0,10,
19740,"Denver-Aurora-Centennial, CO",Metropolitan,2023,89347.0,10,
19740,"Denver-Aurora-Centennial, CO",Metropolitan,2024,92174.0,10,
19760,"DeRidder, LA",Micropolitan,2019,44084.0,1,
19760,"DeRidder, LA",Micropolitan,2020,47739.0,1,
19760,"DeRidder, LA",Micropolitan,2021,50584.0,1,
19760,"DeRidder, LA",Micropolitan,2022,50639.0,1,
19760,"DeRidder, LA",Micropolitan,2023,53035.0,1,
19760,"DeRidder, LA",Micropolitan,2024,55690.0,1,
19780,"Des Moines-West Des Moines, IA",Metropolitan,2019,54722.0,6,
19780,"Des Moines-West Des Moines, IA",Metropolitan,2020,58262.0,6,
19780,"Des Moines-West Des Moines, IA",Metropolitan,2021,63348.0,6,
19780,"Des Moines-West Des Moines, IA",Metropolitan,2022,65172.0,6,
19780,"Des Moines-West Des Moines, IA",Metropolitan,2023,68370.0,6,
19780,"Des Moines-West Des Moines, IA",Metropolitan,2024,71015.0,6,
19810,"Detroit Lakes, MN",Micropolitan,2019,47508.0,1,
19810,"Detroit Lakes, MN",Micropolitan,2020,51442.0,1,
19810,"Detroit Lakes, MN",Micropolitan,2021,56761.0,1,
19810,"Detroit Lakes, MN",Micropolitan,2022,57328.0,1,
19810,"Detroit Lakes, MN",Micropolitan,2023,60512.0,1,
19810,"Detroit Lakes, MN",Micropolitan,2024,63369.0,1,
19820,"Detroit-Warren-Dearborn, MI",Metropolitan,2019,52859.0,6,
19820,"Detroit-Warren-Dearborn, MI",Metropolitan,2020,57041.0,6,
19820,"Detroit-Warren-Dearborn, MI",Metropolitan,2021,60910.0,6,
19820,"Detroit-Warren-Dearborn, MI",Metropolitan,2022,62491.0,6,
19820,"Detroit-Warren-Dearborn, MI",Metropolitan,2023,66189.0,6,
19820,"Detroit-Warren-Dearborn, MI",Metropolitan,2024,68889.0,6,
19860,"Dickinson, ND",Micropolitan,2019,64275.0,3,
